Year,Month,Day,Transect,Site,Patch_ID,PLANT,Floral_Abundance,Notes,,
2024,4,20,2,South_Goatgrass,SG1,TRHI,4,,,
2024,4,20,2,South_Goatgrass,SG1,TRFU,200,,,
2024,4,20,2,South_Goatgrass,SG1,CADE,1,,,
2024,4,20,2,South_Goatgrass,SG1,LUBI,100,,,
2024,4,20,2,South_Goatgrass,SG1,DEVA,2,,,
2024,4,20,2,South_Goatgrass,SG1,LACA,100,,,
2024,4,20,2,South_Goatgrass,SG1,PLER,200,,,
2024,4,20,2,South_Goatgrass,SG1,ACWR,10,,,
2024,4,21,1,Quarry_1,Q1,TRFU,35,,,
2024,4,21,1,Quarry_1,Q1,VIVI,1000,,,
2024,4,21,1,Quarry_1,Q1,ESCA,10,,,
2024,4,21,1,Quarry_1,Q1,LACA,300,,,
2024,4,21,1,Quarry_1,Q1,PLER,50,,,
2024,4,21,1,Quarry_1,Q1,ACWR,4,,,
2024,4,21,1,Quarry_1,Q1,TRHI,30,,,
2024,4,21,1,Quarry_1,Q1,LUSU,2,,,
2024,4,21,1,Quarry_1,Q1,LUBI,2,,,
2024,4,21,1,Quarry_1,Q1,CADE,10,,,
2024,4,21,1,Quarry_1,Q1,ERGU,6,,,
2024,4,21,1,Quarry_1,Q1,DICA,10,,,
2024,4,21,1,Quarry_1,Q1,ACMO,10,,,
2024,4,21,1,Quarry_1,Q1,ANAR,200,,,
2024,4,21,1,Quarry_2,Q2,VIVI,2000,,,
2024,4,21,1,Quarry_2,Q2,TRFU,60,,,
2024,4,21,1,Quarry_2,Q2,LACA,200,,,
2024,4,21,1,Quarry_2,Q2,CADE,20,,,
2024,4,21,1,Quarry_2,Q2,TRDU,30,,,
2024,4,21,1,Quarry_2,Q2,DICA,6,,,
2024,4,21,1,Quarry_2,Q2,LUBI,2,,,
2024,4,21,1,Quarry_2,Q2,ACWR,10,,,
2024,4,21,1,Quarry_2,Q2,TRBI,4,,,
2024,4,21,1,Quarry_2,Q2,ACMO,100,,,
2024,4,21,1,Quarry_2,Q2,LUSU,2,,,
2024,4,21,1,Quarry_3,Q3,TRFU,150,,,
2024,4,21,1,Quarry_3,Q3,VIVI,2000,,,
2024,4,21,1,Quarry_3,Q3,LUSU,1,,,
2024,4,21,1,Quarry_3,Q3,ACWR,4,,,
2024,4,21,1,Quarry_3,Q3,ANAR,2,,,
2024,4,21,1,Quarry_3,Q3,DICA,4,,,
2024,4,21,1,Quarry_3,Q3,CARU,25,,,
2024,4,21,1,Quarry_4,Q4,VIVI,500,,,
2024,4,21,1,Quarry_4,Q4,TRFU,140,,,
2024,4,21,1,Quarry_4,Q4,LUBI,1,,,
2024,4,21,1,Quarry_4,Q4,LUSU,1,,,
2024,4,21,1,Quarry_4,Q4,DICA,4,,,
2024,4,21,1,Quarry_4,Q4,ACWR,20,,,
2024,4,21,1,Quarry_4,Q4,TRHI,4,,,
2024,4,21,1,Quarry_4,Q4,MEPO,20,,,
2024,4,21,1,Quarry_4,Q4,ERCI,1,,,
2024,4,21,1,Quarry_4,Q4,PLER,10,,,
2024,4,21,2,Quarry_4,Q4,TRFU,27,,,
2024,4,21,2,Quarry_4,Q4,ESCA,1,,,
2024,4,21,2,Quarry_4,Q4,LUSU,1,,,
2024,4,21,2,Quarry_4,Q4,VIVI,4,,,
2024,4,21,1,Quarry_5,Q5,TRFU,150,,,
2024,4,21,1,Quarry_5,Q5,ERGU,1,,,
2024,4,21,1,Quarry_5,Q5,DICA,40,,,
2024,4,21,1,Quarry_5,Q5,ANAR,1,,,
2024,4,21,1,Quarry_5,Q5,LUBI,2,,,
2024,4,21,1,Quarry_5,Q5,VIVI,25,,,
2024,4,21,1,Quarry_5,Q5,LACA,50,,,
2024,4,21,1,Quarry_5,Q5,LUSU,1,,,
2024,4,21,2,Quarry_5,Q5,TRFU,300,,,
2024,4,21,2,Quarry_5,Q5,DICA,200,,,
2024,4,21,2,Quarry_5,Q5,LACA,200,,,
2024,4,21,2,Quarry_5,Q5,EUSP,20,,,
2024,4,21,2,Quarry_5,Q5,CARU,4,,,
2024,4,21,3,Quarry_5,Q5,TRFU,100,,,
2024,4,21,3,Quarry_5,Q5,VIVI,80,,,
2024,4,21,3,Quarry_5,Q5,DICA,100,,,
2024,4,21,3,Quarry_5,Q5,ACWR,1,,,
2024,4,21,3,Quarry_5,Q5,ANFI,80,,,
2024,4,21,3,Quarry_5,Q5,CARU,32,,,
2024,4,21,1,Rock,R1,RACA,20,,,
2024,4,21,1,Rock,R1,TRFU,44,,,
2024,4,21,1,Rock,R1,TRBI,9,,,
2024,4,21,1,Rock,R1,TRLA,8,,,
2024,4,21,1,Rock,R1,EUSP,6,,,
2024,4,21,1,Rock,R1,PLER,20,,,
2024,4,21,2,Rock,R1,TRFU,15,,,
2024,4,21,2,Rock,R1,TRLA,2,,,
2024,4,21,2,Rock,R1,MIDO,48,,,
2024,4,21,2,Rock,R1,TRBI,3,,,
2024,4,21,3,Rock,R1,ERGU,40,,,
2024,4,21,3,Rock,R1,CRHI,100,,,
2024,4,21,3,Rock,R1,MIDO,330,,,
2024,4,21,3,Rock,R1,TRFU,14,,,
2024,4,21,3,Rock,R1,VIVI,12,,,
2024,4,21,3,Rock,R1,EUSP,40,,,
2024,4,21,3,Rock,R1,TRBI,10,,,
2024,4,21,3,Rock,R1,mustard,5,,,
2024,4,21,4,Rock,R1,VIVI,600,,,
2024,4,21,4,Rock,R1,MIDO,10,,,
2024,4,21,4,Rock,R1,ERGU,2,,,
2024,4,21,1,Upper_Grid_2,UG2_1,TRFU,24,,,
2024,4,21,1,Upper_Grid_2,UG2_1,DICA,,,,
2024,4,21,1,Upper_Grid_2,UG2_1,ACWR,7,,,
2024,4,21,2,Upper_Grid_2,UG2_1,VIVI,1000,,,
2024,4,21,2,Upper_Grid_2,UG2_1,DEHE,5,,,
2024,4,21,2,Upper_Grid_2,UG2_1,TRFU,1,,,
2024,4,21,2,Upper_Grid_2,UG2_1,LUSU,4,,,
2024,4,21,2,Upper_Grid_2,UG2_1,DICA,2,,,
2024,4,21,3,Upper_Grid_2,UG2_2,TRFU,31,,,
2024,4,21,3,Upper_Grid_2,UG2_2,VIVI,100,,,
2024,4,21,3,Upper_Grid_2,UG2_2,ACWR,105,,,
2024,4,21,3,Upper_Grid_2,UG2_2,EUSP,80,,,
2024,4,21,3,Upper_Grid_2,UG2_2,MIDO,1,,,
2024,4,21,3,Upper_Grid_2,UG2_2,PLER,5,,,
2024,4,21,3,Upper_Grid_2,UG2_2,LUSU,2,,,
2024,4,21,4,Upper_Grid_2,UG2_2,VIVI,1000,,,
2024,4,21,4,Upper_Grid_2,UG2_2,DEHE,1,,,
2024,4,21,4,Upper_Grid_2,UG2_2,DICA,1,,,
2024,4,21,4,Upper_Grid_2,UG2_2,LUSU,2,,,
2024,4,21,2,South_Goatgrass,SG1,VIVI,2000,,,
2024,4,21,2,South_Goatgrass,SG1,ERCI,5,,,
2024,4,21,2,South_Goatgrass,SG1,TRFU,200,,,
2024,4,21,2,South_Goatgrass,SG1,ACMO,10,,,
2024,4,21,2,South_Goatgrass,SG1,LUBI,100,,,
2024,4,21,2,South_Goatgrass,SG1,LAMI,5,,,
2024,4,21,2,South_Goatgrass,SG1,LACA,50,,,
2024,4,21,2,South_Goatgrass,SG1,ACWR,20,,,
2024,4,21,2,South_Goatgrass,SG1,MEPO,1,,,
2024,4,21,2,South_Goatgrass,SG1,PLER,20,,,
2024,4,21,2,South_Goatgrass,SG1,TRAL,2,,,
2024,4,21,2,South_Goatgrass,SG1,DEVA,2,,,
2024,4,21,1,South_Goatgrass,SG1,TRFU,150,,,
2024,4,21,1,South_Goatgrass,SG1,VIVI,800,,,
2024,4,21,1,South_Goatgrass,SG1,TRAL,300,,,
2024,4,21,1,South_Goatgrass,SG1,LACA,3000,,,
2024,4,21,1,South_Goatgrass,SG1,LEBI,10,,,
2024,4,21,1,South_Goatgrass,SG1,PLER,100,,,
2024,4,21,1,South_Goatgrass,SG1,ERCI,10,,,
2024,4,21,1,South_Goatgrass,SG1,LUBI,100,,,
2024,4,21,1,South_Goatgrass,SG1,ACMO,1,,,
2024,4,21,1,South_Goatgrass,SG1,ACWR,20,,,
2024,4,21,1,South_Goatgrass,SG1,ASGA,2,,,
2024,4,21,1,South_Goatgrass,SG1,DEVA,1,,,
2024,4,21,1,South_Goatgrass,SG1,MEPO,1,,,
2024,4,21,1,South_Goatgrass,SG1,DICA,1,,,
2024,4,21,1,South_Goatgrass,SG1,ESCA,8,,,
2024,4,21,1,South_Goatgrass,SG1,GITR,100,,,
2024,4,21,1,South_Goatgrass,SG1,TRER,60,,,
2024,4,21,1,South_Goatgrass,SG1,CADE,1,,,
2024,4,21,1,Felch,F1,TRFU,300,,,
2024,4,21,1,Felch,F1,VIVI,1000,,,
2024,4,21,1,Felch,F1,LACA,300,,,
2024,4,21,1,Felch,F1,GITR,100,,,
2024,4,21,1,Felch,F1,MEPO,2000,,,
2024,4,21,1,Felch,F1,LUBI,20,,,
2024,4,21,1,Felch,F1,GEDI,500,,,
2024,4,21,1,Felch,F1,CADE,1,,,
2024,4,21,1,Felch,F1,TRHI,2,,,
2024,4,22,1,Anu_1,A1,LACA,1000,,,
2024,4,22,1,Anu_1,A1,VIVI,500,,,
2024,4,22,1,Anu_1,A1,TRFU,1000,,,
2024,4,22,1,Anu_1,A1,GITR,200,,,
2024,4,22,1,Anu_1,A1,LIDI,60,,,
2024,4,22,1,Anu_1,A1,MICA,1000,,,
2024,4,22,1,Anu_1,A1,PLER,300,,,
2024,4,22,1,Anu_1,A1,VIDO,1,,,
2024,4,22,1,Anu_1,A1,DICA,20,,,
2024,4,22,1,Anu_1,A1,RACA,4,,,
2024,4,22,1,Anu_1,A1,COSP,40,,,
2024,4,22,1,Anu_1,A1,PLNO,50,,,
2024,4,22,1,Anu_1,A1,RILE,10,,,
2024,4,22,1,Anu_1,A1,ANFI,10,,,
2024,4,22,1,Anu_1,A1,CADE,1,,,
2024,4,22,1,Anu_1,A1,LUBI,6,,,
2024,4,22,1,Anu_1,A1,Allium,12,photo,,
2024,4,22,1,Anu_1,A1,ACWR,10,,,
2024,4,22,1,Anu_2,A2,TRFU,3000,,,
2024,4,22,1,Anu_2,A2,VIVI,200,,,
2024,4,22,1,Anu_2,A2,TRLA,40,,,
2024,4,22,1,Anu_2,A2,DICA,60,,,
2024,4,22,1,Anu_2,A2,RACA,4,,,
2024,4,22,1,Anu_2,A2,LUBI,10,,,
2024,4,22,1,Anu_2,A2,LACA,1000,,,
2024,4,22,1,Anu_2,A2,PLER,100,,,
2024,4,22,1,Anu_2,A2,LOHO,1,,,
2024,4,22,1,Anu_2,A2,ANFI,50,,,
2024,4,22,1,Anu_2,A2,ACMO,1,,,
2024,4,22,1,Anu_4,A4,VIVI,60,,,
2024,4,22,1,Anu_4,A4,TRFU,10000,,,
2024,4,22,2,Anu_4,A4,VIVI,300,,,
2024,4,22,2,Anu_4,A4,TRFU,2000,,,
2024,4,22,1,Quarry_1,Q1,ANAR,200,,,
2024,4,22,1,Quarry_1,Q1,ERGU,20,,,
2024,4,22,1,Quarry_1,Q1,VIVI,400,,,
2024,4,22,1,Quarry_1,Q1,TRFU,12,,,
2024,4,22,1,Quarry_1,Q1,LACA,60,,,
2024,4,22,1,Quarry_1,Q1,ESCA,20,,,
2024,4,22,1,Quarry_1,Q1,TRHI,30,,,
2024,4,22,1,Quarry_1,Q1,DICA,2,,,
2024,4,22,1,Quarry_1,Q1,CADE,20,,,
2024,4,22,1,Quarry_1,Q1,LUSU,3,,,
2024,4,22,1,Quarry_2,Q2,MEPO,10,,,
2024,4,22,1,Quarry_2,Q2,VIVI,1000,,,
2024,4,22,1,Quarry_2,Q2,LACA,100,,,
2024,4,22,1,Quarry_2,Q2,TRFU,47,,,
2024,4,22,1,Quarry_2,Q2,TRHI,10,,,
2024,4,22,1,Quarry_2,Q2,ACWR,10,,,
2024,4,22,1,Quarry_2,Q2,CADE,6,,,
2024,4,22,1,Quarry_2,Q2,DICA,1,,,
2024,4,22,1,Quarry_2,Q2,LUBI,1,,,
2024,4,22,1,Quarry_2,Q2,ACMO,100,,,
2024,4,22,1,Quarry_2,Q2,LUSU,1,,,
2024,4,22,1,Quarry_3,Q3,TRFU,41,,,
2024,4,22,1,Quarry_3,Q3,VIVI,1000,,,
2024,4,22,1,Quarry_3,Q3,LUSU,1,,,
2024,4,22,1,Quarry_3,Q3,ACBR,30,,,
2024,4,22,1,Quarry_3,Q3,DICA,2,,,
2024,4,22,1,Quarry_3,Q3,MEPO,10,,,
2024,4,22,1,Quarry_3,Q3,CARU,20,,,
2024,4,22,1,Quarry_3,Q3,ACWR,2,,,
2024,4,22,2,Quarry_4,Q4,TRFU,18,,,
2024,4,22,2,Quarry_4,Q4,LUSU,2,,,
2024,4,22,2,Quarry_4,Q4,VIVI,6,,,
2024,4,22,2,Quarry_4,Q4,ESCA,4,,,
2024,4,22,1,Quarry_4,Q4,VIVI,600,,,
2024,4,22,1,Quarry_4,Q4,TRFU,122,,,
2024,4,22,1,Quarry_4,Q4,LUSU,3,,,
2024,4,22,1,Quarry_4,Q4,MEPO,10,,,
2024,4,22,1,Quarry_4,Q4,MEIN,4,,,
2024,4,22,1,Quarry_4,Q4,TRHI,10,,,
2024,4,22,1,Quarry_4,Q4,PLER,30,,,
2024,4,22,1,Quarry_5,Q5,TRFU,100,,,
2024,4,22,1,Quarry_5,Q5,VIVI,20,,,
2024,4,22,1,Quarry_5,Q5,DICA,20,,,
2024,4,22,1,Quarry_5,Q5,LUBI,1,,,
2024,4,22,1,Quarry_5,Q5,CADE,1,,,
2024,4,22,2,Quarry_5,Q5,TRFU,200,,,
2024,4,22,2,Quarry_5,Q5,DICA,10,,,
2024,4,22,2,Quarry_5,Q5,LACA,100,,,
2024,4,22,2,Quarry_5,Q5,CARU,5,,,
2024,4,22,3,Quarry_5,Q5,TRFU,100,,,
2024,4,22,3,Quarry_5,Q5,VIVI,100,,,
2024,4,22,3,Quarry_5,Q5,ACWR,2,,,
2024,4,22,3,Quarry_5,Q5,ANFI,20,,,
2024,4,22,3,Quarry_5,Q5,CARU,30,,,
2024,4,22,3,Quarry_5,Q5,LACA,50,,,
2024,4,23,1,Rock,R1,TRFU,12,,,
2024,4,23,1,Rock,R1,MIDO,50,,,
2024,4,23,1,Rock,R1,RACA,4,,,
2024,4,23,1,Rock,R1,TRLA,10,,,
2024,4,23,1,Rock,R1,TRBI,4,,,
2024,4,23,2,Rock,R1,TRFU,7,,,
2024,4,23,2,Rock,R1,MIDO,200,,,
2024,4,23,2,Rock,R1,PLER,20,,,
2024,4,23,2,Rock,R1,TRLA,6,,,
2024,4,23,2,Rock,R1,TRBI,1,,,
2024,4,23,3,Rock,R1,ERGU,60,,,
2024,4,23,3,Rock,R1,PLER,2,,,
2024,4,23,3,Rock,R1,CRHI,100,,,
2024,4,23,3,Rock,R1,DEHE,1,,,
2024,4,23,3,Rock,R1,TRFU,19,,,
2024,4,23,3,Rock,R1,VIVI,5,,,
2024,4,23,3,Rock,R1,EUSP,1,,,
2024,4,23,3,Rock,R1,TRBI,3,,,
2024,4,23,3,Rock,R1,MIDO,200,,,
2024,4,23,4,Rock,R1,VIVI,1000,,,
2024,4,23,4,Rock,R1,MIDO,1,,,
2024,4,23,4,Rock,R1,ERCI,7,,,
2024,4,23,4,Rock,R1,ERGU,10,,,
2024,4,23,1,Upper_Grid_2,UG2_1,TRFU,1,,,
2024,4,23,1,Upper_Grid_2,UG2_1,ACWR,2,,,
2024,4,23,1,Upper_Grid_2,UG2_1,VIVI,10,,,
2024,4,23,2,Upper_Grid_2,UG2_1,VIVI,1000,no TRFU,,
2024,4,23,2,Upper_Grid_2,UG2_1,DEHE,6,,,
2024,4,23,2,Upper_Grid_2,UG2_1,LUSU,1,,,
2024,4,23,3,Upper_Grid_2,UG2_1,MIDO,10,,,
2024,4,23,3,Upper_Grid_2,UG2_1,TRFU,20,,,
2024,4,23,3,Upper_Grid_2,UG2_1,VIVI,30,,,
2024,4,23,3,Upper_Grid_2,UG2_1,ACWR,10,,,
2024,4,23,3,Upper_Grid_2,UG2_1,LUSU,1,,,
2024,4,23,4,Upper_Grid_2,UG2_1,VIVI,1000,,,
2024,4,23,4,Upper_Grid_2,UG2_1,LUMI,3,,,
2024,4,23,4,Upper_Grid_2,UG2_1,DEHE,6,,,
2024,4,23,4,Upper_Grid_2,UG2_1,LUSU,1,,,
2024,4,23,1,Felch,F1,TRFU,270,,,
2024,4,23,1,Felch,F1,ERCI,200,,,
2024,4,23,1,Felch,F1,VIVI,700,,,
2024,4,23,1,Felch,F1,MEPO,1000,,,
2024,4,23,1,Felch,F1,LACA,200,,,
2024,4,23,1,Felch,F1,LUBI,10,,,
2024,4,23,1,Felch,F1,EUSP,50,,,
2024,4,23,1,Felch,F1,GEDI,500,,,
2024,4,23,1,Felch,F1,GITR,200,,,
2024,4,23,1,Felch,F1,CADE,2,,,
2024,4,23,1,Felch,F1,AGHE,4,,,
2024,4,23,1,South_Goatgrass,SG1,LACA,1000,,,
2024,4,23,1,South_Goatgrass,SG1,ERCI,20,,,
2024,4,23,1,South_Goatgrass,SG1,GITR,200,,,
2024,4,23,1,South_Goatgrass,SG1,VIVI,1000,,,
2024,4,23,1,South_Goatgrass,SG1,TRFU,25,,,
2024,4,23,1,South_Goatgrass,SG1,LUBI,50,,,
2024,4,23,1,South_Goatgrass,SG1,MICA,30,,,
2024,4,23,1,South_Goatgrass,SG1,TRAL,300,,,
2024,4,23,1,South_Goatgrass,SG1,TRER,5,,,
2024,4,23,1,South_Goatgrass,SG1,TRHI,2,,,
2024,4,23,1,South_Goatgrass,SG1,MIDO,4,,,
2024,4,23,1,South_Goatgrass,SG1,PLER,100,,,
2024,4,23,1,South_Goatgrass,SG1,ESCA,2,,,
2024,4,23,1,South_Goatgrass,SG1,DEVA,1,,,
2024,4,23,1,South_Goatgrass,SG1,ACMO,1,,,
2024,4,23,1,South_Goatgrass,SG1,ASGA,2,,,
2024,4,23,1,South_Goatgrass,SG1,ACWR,2,,,
2024,4,23,1,South_Goatgrass,SG1,CADE,1,,,
2024,4,23,2,South_Goatgrass,SG1,VIVI,2000,,,
2024,4,23,2,South_Goatgrass,SG1,TRFU,83,,,
2024,4,23,2,South_Goatgrass,SG1,SOAS,1,,,
2024,4,23,2,South_Goatgrass,SG1,ACWR,3,,,
2024,4,23,2,South_Goatgrass,SG1,LACA,50,,,
2024,4,23,2,South_Goatgrass,SG1,DEVA,2,,,
2024,4,23,2,South_Goatgrass,SG1,PLER,60,,,
2024,4,23,2,South_Goatgrass,SG1,ERCI,20,,,
2024,4,23,2,South_Goatgrass,SG1,LUBI,20,,,
2024,4,23,2,South_Goatgrass,SG1,CADE,4,,,
2024,4,23,2,South_Goatgrass,SG1,ACMO,3,,,
2024,4,23,1,Anu_4,A4,TRFU,10000,,,
2024,4,23,1,Anu_4,A4,LACA,10000,,,
2024,4,23,1,Anu_4,A4,LUBI,50,,,
2024,4,23,1,Anu_4,A4,PLER,300,,,
2024,4,23,1,Anu_4,A4,TRLA,1000,,,
2024,4,23,1,Anu_4,A4,EUSP,50,,,
2024,4,23,1,Anu_4,A4,DICA,10,,,
2024,4,23,1,Anu_4,A4,RACA,50,,,
2024,4,23,1,Anu_4,A4,SOAS,1,,,
2024,4,23,1,Anu_4,A4,VIVI,200,,,
2024,4,23,2,Anu_4,A4,ACMO,1,,,
2024,4,23,2,Anu_4,A4,TRFU,3000,,,
2024,4,23,2,Anu_4,A4,VIVI,300,,,
2024,4,23,2,Anu_4,A4,LACA,10000,,,
2024,4,23,2,Anu_4,A4,PLER,100,,,
2024,4,23,2,Anu_4,A4,VIDO,2,,,
2024,4,23,2,Anu_4,A4,LEBI,2,,,
2024,4,23,2,Anu_4,A4,LIDI,1,,,
2024,4,23,2,Anu_4,A4,MICA,50,,,
2024,4,23,2,Anu_4,A4,DICA,10,,,
2024,4,23,2,Anu_4,A4,TRLA,200,,,
2024,4,23,2,Anu_4,A4,LUBI,10,,,
2024,4,23,2,Anu_4,A4,ANFI,100,,,
2024,4,23,2,Anu_4,A4,COSP,80,,,
2024,4,23,2,Anu_3,A3,TRFU,5000,,,
2024,4,23,2,Anu_3,A3,TRLA,3000,,,
2024,4,23,2,Anu_3,A3,RACA,30,,,
2024,4,23,2,Anu_3,A3,VIVI,100,,,
2024,4,23,2,Anu_3,A3,LACA,1000,,,
2024,4,23,2,Anu_3,A3,CARU,4,,,
2024,4,23,2,Anu_3,A3,SIBE,40,,,
2024,4,23,2,Anu_3,A3,ACMO,2,,,
2024,4,23,2,Anu_3,A3,DICA,10,,,
2024,4,23,2,Anu_2,A2,VIVI,300,,,
2024,4,23,2,Anu_2,A2,TRFU,3000,,,
2024,4,23,2,Anu_2,A2,TRLA,1000,,,
2024,4,23,2,Anu_2,A2,LACA,1000,,,
2024,4,23,2,Anu_2,A2,DICA,6,,,
2024,4,23,2,Anu_2,A2,Allium,4,,,
2024,4,23,2,Anu_2,A2,MICA,50,,,
2024,4,23,2,Anu_2,A2,TRBI,4,,,
2024,4,23,2,Anu_2,A2,EUSP,70,,,
2024,4,23,2,Anu_2,A2,RACA,40,,,
2024,4,23,2,Anu_2,A2,ACMO,20,,,
2024,4,23,2,Anu_2,A2,ANFI,100,,,
2024,4,23,2,Anu_2,A2,LOHO,1,,,
2024,4,23,1,Anu_1,A1,LIDI,100,,,
2024,4,23,1,Anu_1,A1,LACA,1000,,,
2024,4,23,1,Anu_1,A1,VIVI,1000,,,
2024,4,23,1,Anu_1,A1,GITR,1000,,,
2024,4,23,1,Anu_1,A1,MICA,200,,,
2024,4,23,1,Anu_1,A1,ANFI,100,,,
2024,4,23,1,Anu_1,A1,RACA,20,,,
2024,4,23,1,Anu_1,A1,DICA,20,,,
2024,4,23,1,Anu_1,A1,COSP,100,,,
2024,4,23,1,Anu_1,A1,PLER,100,,,
2024,4,23,1,Anu_1,A1,LUBI,4,,,
2024,4,23,1,Anu_1,A1,PLNO,100,,,
2024,4,23,1,Anu_1,A1,ACWR,1,,,
2024,4,23,1,Anu_1,A1,Allium,6,,,
2024,4,24,1,Coyote,C1,TRFU,200,,,
2024,4,24,1,Coyote,C1,VIVI,1000,,,
2024,4,24,2,Coyote,C1,VIVI,2000,,,
2024,4,24,2,Coyote,C1,TRFU,100,,,
2024,4,24,1,Felch,F1,TRFU,300,,,
2024,4,24,1,Felch,F1,ERCI,50,,,
2024,4,24,1,Felch,F1,VIVI,2000,,,
2024,4,24,1,Felch,F1,SOAS,2,,,
2024,4,24,1,Felch,F1,LACA,500,,,
2024,4,24,1,Felch,F1,MEPO,2000,,,
2024,4,24,1,Felch,F1,LUBI,10,,,
2024,4,24,1,Felch,F1,GEDI,500,,,
2024,4,24,1,Felch,F1,TRHI,15,,,
2024,4,24,1,Felch,F1,GITR,200,,,
2024,4,24,1,Felch,F1,CADE,10,,,
2024,4,24,1,Felch,F1,ACMO,4,,,
2024,4,24,1,South_Goatgrass,SG1,TRFU,34,,,
2024,4,24,1,South_Goatgrass,SG1,LACA,1000,,,
2024,4,24,1,South_Goatgrass,SG1,VIVI,1000,,,
2024,4,24,1,South_Goatgrass,SG1,TRAL,500,,,
2024,4,24,1,South_Goatgrass,SG1,TRHI,10,,,
2024,4,24,1,South_Goatgrass,SG1,LEBI,4,,,
2024,4,24,1,South_Goatgrass,SG1,ASGA,6,,,
2024,4,24,1,South_Goatgrass,SG1,PLER,100,,,
2024,4,24,1,South_Goatgrass,SG1,TRER,6,,,
2024,4,24,1,South_Goatgrass,SG1,ERCI,20,,,
2024,4,24,1,South_Goatgrass,SG1,GITR,50,,,
2024,4,24,1,South_Goatgrass,SG1,DEVA,1,,,
2024,4,24,1,South_Goatgrass,SG1,ACWR,20,,,
2024,4,24,1,South_Goatgrass,SG1,ACMO,1,,,
2024,4,24,2,South_Goatgrass,SG1,TRFU,80,,,
2024,4,24,2,South_Goatgrass,SG1,VIVI,3000,,,
2024,4,24,2,South_Goatgrass,SG1,DEVA,4,,,
2024,4,24,2,South_Goatgrass,SG1,LUBI,30,,,
2024,4,24,2,South_Goatgrass,SG1,LACA,50,,,
2024,4,24,2,South_Goatgrass,SG1,PLER,30,,,
2024,4,24,2,South_Goatgrass,SG1,ACMO,2,,,
2024,4,24,2,South_Goatgrass,SG1,ACWR,20,,,
2024,4,24,2,South_Goatgrass,SG1,LAMI,4,,,
2024,4,24,1,Anu_1,A1,LIDI,30,,,
2024,4,24,1,Anu_1,A1,LACA,1000,,,
2024,4,24,1,Anu_1,A1,MICA,200,,,
2024,4,24,1,Anu_1,A1,TRFU,1000,,,
2024,4,24,1,Anu_1,A1,DICA,6,,,
2024,4,24,1,Anu_1,A1,ANFI,10,,,
2024,4,24,1,Anu_1,A1,VIDO,4,,,
2024,4,24,1,Anu_1,A1,COSP,60,,,
2024,4,24,1,Anu_1,A1,RACA,15,,,
2024,4,24,1,Anu_1,A1,RILE,1,,,
2024,4,24,1,Anu_1,A1,LUBI,16,,,
2024,4,24,1,Anu_1,A1,PLER,200,,,
2024,4,24,1,Anu_1,A1,Allium,6,,,
2024,4,24,1,Anu_1,A1,ACMO,80,,,
2024,4,24,1,Anu_1,A1,TRBI,10,,,
2024,4,24,1,Anu_1,A1,TRHI,10,,,
2024,4,24,1,Anu_1,A1,PLNO,100,,,
2024,4,24,1,Anu_1,A1,ERCI,1,,,
2024,4,24,1,Anu_1,A1,GITR,200,,,
2024,4,24,1,Anu_2,A2,TRFU,2000,,,
2024,4,24,1,Anu_2,A2,VIVI,300,,,
2024,4,24,1,Anu_2,A2,TRLA,500,,,
2024,4,24,1,Anu_2,A2,RACA,20,,,
2024,4,24,1,Anu_2,A2,LACA,300,,,
2024,4,24,1,Anu_2,A2,TRBI,4,,,
2024,4,24,1,Anu_2,A2,ANFI,30,,,
2024,4,24,1,Anu_2,A2,DICA,1,,,
2024,4,24,1,Anu_2,A2,ACWR,8,,,
2024,4,24,1,Upper_Grid_2,UG2_1,TRFU,1,,,
2024,4,24,1,Upper_Grid_2,UG2_1,VIVI,30,,,
2024,4,24,1,Upper_Grid_2,UG2_1,LUSU,2,,,
2024,4,24,1,Upper_Grid_2,UG2_1,DICA,1,,,
2024,4,24,2,Upper_Grid_2,UG2_1,VIVI,1000,,,
2024,4,24,2,Upper_Grid_2,UG2_1,DEHE,11,,,
2024,4,24,2,Upper_Grid_2,UG2_1,TRLA,1,,,
2024,4,24,3,Upper_Grid_2,UG2_2,TRFU,15,,,
2024,4,24,3,Upper_Grid_2,UG2_2,DICA,1,,,
2024,4,24,3,Upper_Grid_2,UG2_2,VIVI,100,,,
2024,4,24,3,Upper_Grid_2,UG2_2,EUSP,10,,,
2024,4,24,4,Upper_Grid_2,UG2_2,VIVI,1000,,,
2024,4,24,4,Upper_Grid_2,UG2_2,LUSU,1,,,
2024,4,25,1,Anu_1,A1,AGHE,1,interns did main count,,
2024,4,25,1,Anu_1,A1,PLNO,100,interns did main count,,
2024,4,25,1,Anu_1,A1,GITR,50,interns did main count,,
2024,4,25,1,Anu_2,A2,EUSP,10,,,
2024,4,25,1,Anu_2,A2,TRFU,2000,,,
2024,4,25,1,Anu_2,A2,ANFI,100,,,
2024,4,25,1,Anu_2,A2,VIVI,500,,,
2024,4,25,1,Anu_3,A3,EUSP,5,,,
2024,4,25,1,Anu_3,A3,VIVI,200,,,
2024,4,25,1,Anu_3,A3,TRFU,5000,,,
2024,4,25,1,Anu_4,A4,TRFU,10000,,,
2024,4,25,1,Anu_4,A4,VIVI,600,,,
2024,4,25,1,Anu_4,A4,AGHE,1,,,
2024,4,25,1,Anu_4,A4,URLI,1,,,
2024,4,25,2,Anu_4,A4,VIVI,600,,,
