"metric","site_year","raw_value","z.score","treatment","pvalue","significance"
"niche.overlap.LL","Quarry_Far_2024",0.3122498,-1.317062668,"Quarry_Far_2024",0.187817619,"not significant"
"niche.overlap.HL","Bertha_2022_summer",0.241492,1.508891173,"Bertha_2022",0.131326596,"not significant"
"niche.overlap.HL","Randy_2022",0.3358292,0.530243944,"Randy_2022",0.595942806,"not significant"
"niche.overlap.HL","Quarry_Close_2022",0.3869432,1.929428795,"Quarry_Close_2022",0.053677652,"not significant"
"niche.overlap.HL","Quarry_Far_2022",0.3486442,-0.893413143,"Quarry_Far_2022",0.371635967,"not significant"
"niche.overlap.HL","Banana_2022",0.2892925,-0.310474771,"Banana_2022",0.756199942,"not significant"
"niche.overlap.HL","Lower_Banana_2022",0.3218404,1.997329915,"Lower_Banana_2022",0.045789356,"*"
"niche.overlap.HL","Aikawa_2022_summer",0.2712292,10.13449274,"Aikawa_2022",3.88e-24,"***"
"niche.overlap.HL","Vineyard_2022",0.2733859,-0.666157756,"Vineyard_2022",0.505310271,"not significant"
"niche.overlap.HL","Pond_2022",0.329608,0.801865899,"Pond_2022",0.422630534,"not significant"
"niche.overlap.HL","Bertha_2023_summer",0.2411968,3.531715277,"Bertha_2023",0.000412874,"***"
"niche.overlap.HL","Randy_2023",0.4380687,2.803713359,"Randy_2023",0.00505178,"**"
"niche.overlap.HL","Pond_2023",0.3943767,4.028425373,"Pond_2023",5.62e-05,"***"
"niche.overlap.HL","Quarry_Close_2023",0.6827335,1.367858988,"Quarry_Close_2023",0.171356219,"not significant"
"niche.overlap.HL","Quarry_Far_2023",0.5064123,2.745891883,"Quarry_Far_2023",0.006034665,"**"
"niche.overlap.HL","Bertha_2024",0.3752794,4.233211433,"Bertha_2024",2.3e-05,"***"
"niche.overlap.HL","Vineyard_2024",0.3075119,4.792390345,"Vineyard_2024",1.65e-06,"***"
"niche.overlap.HL","Pond_2024",0.4686067,-0.239909619,"Pond_2024",0.810400324,"not significant"
"niche.overlap.HL","Quarry_Close_2024",0.4891171,3.013908465,"Quarry_Close_2024",0.002579056,"**"
"niche.overlap.HL","Quarry_Far_2024",0.5644042,0.021414571,"Quarry_Far_2024",0.98291495,"not significant"
"mean.number.of.shared.partners.LL","Bertha_2022_summer",0.9090909,3.612781924,"Bertha_2022",0.000302929,"***"
"mean.number.of.shared.partners.LL","Randy_2022",0.8666667,-0.228447032,"Randy_2022",0.81929873,"not significant"
"mean.number.of.shared.partners.LL","Quarry_Close_2022",1.373626,1.5693129,"Quarry_Close_2022",0.116575048,"not significant"
"mean.number.of.shared.partners.LL","Quarry_Far_2022",1.107143,-0.779040469,"Quarry_Far_2022",0.435955876,"not significant"
"mean.number.of.shared.partners.LL","Banana_2022",1.345455,0.597385109,"Banana_2022",0.550250293,"not significant"
"mean.number.of.shared.partners.LL","Lower_Banana_2022",0.9333333,3.202686768,"Lower_Banana_2022",0.00136152,"**"
"mean.number.of.shared.partners.LL","Aikawa_2022_summer",1.209524,4.670938165,"Aikawa_2022",3e-06,"***"
"mean.number.of.shared.partners.LL","Vineyard_2022",0.8,0.031358084,"Vineyard_2022",0.974983969,"not significant"
"mean.number.of.shared.partners.LL","Pond_2022",1.285714,1.284223176,"Pond_2022",0.199063878,"not significant"
"mean.number.of.shared.partners.LL","Bertha_2023_summer",1.219048,0.878679319,"Bertha_2023",0.379575175,"not significant"
"mean.number.of.shared.partners.LL","Randy_2023",0.6388889,0.197898948,"Randy_2023",0.843124127,"not significant"
"mean.number.of.shared.partners.LL","Pond_2023",0.6025641,2.759619576,"Pond_2023",0.00578687,"**"
"mean.number.of.shared.partners.LL","Quarry_Close_2023",2.066667,0.439335058,"Quarry_Close_2023",0.660418775,"not significant"
"mean.number.of.shared.partners.LL","Quarry_Far_2023",2.714286,0.074097529,"Quarry_Far_2023",0.940932781,"not significant"
"mean.number.of.shared.partners.LL","Bertha_2024",1.8,1.944535329,"Bertha_2024",0.051830929,"not significant"
"mean.number.of.shared.partners.LL","Vineyard_2024",1.75,2.154025958,"Vineyard_2024",0.031238136,"*"
"mean.number.of.shared.partners.LL","Pond_2024",2.333333,0.162463809,"Pond_2024",0.870940626,"not significant"
"mean.number.of.shared.partners.LL","Quarry_Close_2024",1.380952,1.154200246,"Quarry_Close_2024",0.248418082,"not significant"
"mean.number.of.shared.partners.LL","Quarry_Far_2024",3,NA,"Quarry_Far_2024",NA,NA
"mean.number.of.shared.partners.HL","Bertha_2022_summer",0.4509246,2.826434464,"Bertha_2022",0.004706937,"**"
"mean.number.of.shared.partners.HL","Randy_2022",0.6059113,0.529602913,"Randy_2022",0.596387274,"not significant"
"mean.number.of.shared.partners.HL","Quarry_Close_2022",0.7280296,2.099665081,"Quarry_Close_2022",0.035758313,"*"
"mean.number.of.shared.partners.HL","Quarry_Far_2022",0.5905797,-0.810813583,"Quarry_Far_2022",0.417472733,"not significant"
"mean.number.of.shared.partners.HL","Banana_2022",0.6045519,0.958320108,"Banana_2022",0.337901368,"not significant"
"mean.number.of.shared.partners.HL","Lower_Banana_2022",0.4806202,2.811173896,"Lower_Banana_2022",0.00493611,"**"
"mean.number.of.shared.partners.HL","Aikawa_2022_summer",0.4338549,6.708309164,"Aikawa_2022",1.97e-11,"***"
"mean.number.of.shared.partners.HL","Vineyard_2022",0.508046,0.414608726,"Vineyard_2022",0.678428359,"not significant"
"mean.number.of.shared.partners.HL","Pond_2022",0.5320513,1.331289564,"Pond_2022",0.183093751,"not significant"
"mean.number.of.shared.partners.HL","Bertha_2023_summer",0.5448087,6.788659986,"Bertha_2023",1.13e-11,"***"
"mean.number.of.shared.partners.HL","Randy_2023",0.5887097,2.981871282,"Randy_2023",0.002864924,"**"
"mean.number.of.shared.partners.HL","Pond_2023",0.557551,3.976574024,"Pond_2023",6.99e-05,"***"
"mean.number.of.shared.partners.HL","Quarry_Close_2023",0.9249471,1.957951076,"Quarry_Close_2023",0.050235754,"not significant"
"mean.number.of.shared.partners.HL","Quarry_Far_2023",0.7502041,3.020732949,"Quarry_Far_2023",0.002521637,"**"
"mean.number.of.shared.partners.HL","Bertha_2024",0.6190476,6.222664304,"Bertha_2024",4.89e-10,"***"
"mean.number.of.shared.partners.HL","Vineyard_2024",0.5426829,4.881655599,"Vineyard_2024",1.05e-06,"***"
"mean.number.of.shared.partners.HL","Pond_2024",0.6951872,0.654195443,"Pond_2024",0.512985897,"not significant"
"mean.number.of.shared.partners.HL","Quarry_Close_2024",0.7513228,3.178733005,"Quarry_Close_2024",0.001479203,"**"
"mean.number.of.shared.partners.HL","Quarry_Far_2024",0.7818182,-0.267960776,"Quarry_Far_2024",0.788729511,"not significant"
"Ind_Contribution_CESO","Bertha_2022_summer",-0.6146244,NA,"",NA,""
"Ind_Contribution_CESO","Bertha_2023_summer",5.04999799,NA,"",NA,""
"Ind_Contribution_CESO","Bertha_2024",0.8502026,NA,"",NA,""
"Ind_Contribution_CESO","Quarry_Close_2022",2.99503612,NA,"",NA,""
"Ind_Contribution_CESO","Quarry_Close_2023",0.4821972,NA,"",NA,""
"Ind_Contribution_CESO","Quarry_Close_2024",2.021698719,NA,"",NA,""
"Ind_Contribution_CESO","Quarry_Far_2022",0.7224471,NA,"",NA,""
"Ind_Contribution_CESO","Quarry_Far_2023",0.0103502,NA,"",NA,""
"Ind_Contribution_CESO","Quarry_Far_2024",0.5800353,NA,"",NA,""
"Ind_Contribution_CESO","Randy_2022",0.946813,NA,"",NA,""
"Ind_Contribution_CESO","Randy_2023",-1.2081844,NA,"",NA,""
"Ind_Contribution_CESO","Pond_2022",1.0661485,NA,"",NA,""
"Ind_Contribution_CESO","Pond_2023",2.8145143,NA,"",NA,""
"Ind_Contribution_CESO","Pond_2024",-2.0084433,NA,"",NA,""
"Ind_Contribution_CESO","Lower_Banana_2022",NA,NA,"",NA,""
"Ind_Contribution_CESO","Aikawa_2022_summer",0.11282325,NA,"",NA,""
"Ind_Contribution_CESO","Banana_2022",NA,NA,"",NA,""
"Ind_Contribution_CESO","Vineyard_2022",3.26836564,NA,"",NA,""
"Ind_Contribution_CESO","Vineyard_2024",1.1163718,NA,"",NA,""
"Ind_Contribution_HEEX","Bertha_2022_summer",2.4181367,NA,"",NA,""
"Ind_Contribution_HEEX","Bertha_2023_summer",5.19040608,NA,"",NA,""
"Ind_Contribution_HEEX","Bertha_2024",1.2590059,NA,"",NA,""
"Ind_Contribution_HEEX","Quarry_Close_2022",5.6180373,NA,"",NA,""
"Ind_Contribution_HEEX","Quarry_Close_2023",5.2893489,NA,"",NA,""
"Ind_Contribution_HEEX","Quarry_Close_2024",3.984793489,NA,"",NA,""
"Ind_Contribution_HEEX","Quarry_Far_2022",2.866125,NA,"",NA,""
"Ind_Contribution_HEEX","Quarry_Far_2023",4.833664,NA,"",NA,""
"Ind_Contribution_HEEX","Quarry_Far_2024",0.8310509,NA,"",NA,""
"Ind_Contribution_HEEX","Randy_2022",0.946813,NA,"",NA,""
"Ind_Contribution_HEEX","Randy_2023",3.3647184,NA,"",NA,""
"Ind_Contribution_HEEX","Pond_2022",2.7198393,NA,"",NA,""
"Ind_Contribution_HEEX","Pond_2023",4.6048694,NA,"",NA,""
"Ind_Contribution_HEEX","Pond_2024",2.2660712,NA,"",NA,""
"Ind_Contribution_HEEX","Lower_Banana_2022",2.6878123,NA,"",NA,""
"Ind_Contribution_HEEX","Aikawa_2022_summer",2.97154363,NA,"",NA,""
"Ind_Contribution_HEEX","Banana_2022",2.13906525,NA,"",NA,""
"Ind_Contribution_HEEX","Vineyard_2022",2.44080078,NA,"",NA,""
"Ind_Contribution_HEEX","Vineyard_2024",1.8680409,NA,"",NA,""
"CESO_on_HEEX","Bertha_2022_summer",0.03325426,NA,"",NA,""
"CESO_on_HEEX","Bertha_2023_summer",0.3496328,NA,"",NA,""
"CESO_on_HEEX","Bertha_2024",0.2301984,NA,"",NA,""
"CESO_on_HEEX","Pond_2022",0.3900137,NA,"",NA,""
"CESO_on_HEEX","Pond_2023",0.2879012,NA,"",NA,""
"CESO_on_HEEX","Pond_2024",0.007621951,NA,"",NA,""
"CESO_on_HEEX","Randy_2022",0.0536598,NA,"",NA,""
"CESO_on_HEEX","Randy_2023",0.002095197,NA,"",NA,""
"CESO_on_HEEX","Vineyard_2022",0.5548777,NA,"",NA,""
"CESO_on_HEEX","Vineyard_2024",0.1465721,NA,"",NA,""
"CESO_on_HEEX","AIkawa_2022",0.01221719,NA,"",NA,""
"CESO_on_HEEX","Quarry_Close_2022",0.3773858,NA,"",NA,""
"CESO_on_HEEX","Quarry_Close_2023",0.1022145,NA,"",NA,""
"CESO_on_HEEX","Quarry_Close_2024",0.1470824,NA,"",NA,""
"CESO_on_HEEX","Quarry_Far_2022",0.09880882,NA,"",NA,""
"CESO_on_HEEX","Quarry_Far_2023",0.1236199,NA,"",NA,""
"CESO_on_HEEX","Quarry_Far_2024",0.1765873,NA,"",NA,""
"HEEX_on_CESO","Bertha_2022_summer",0.1006865,NA,"",NA,""
"HEEX_on_CESO","Bertha_2023_summer",0.121269,NA,"",NA,""
"HEEX_on_CESO","Bertha_2024",0.2656136,NA,"",NA,""
"HEEX_on_CESO","Pond_2022",0.2773431,NA,"",NA,""
"HEEX_on_CESO","Pond_2023",0.5267133,NA,"",NA,""
"HEEX_on_CESO","Pond_2024",0.9756098,NA,"",NA,""
"HEEX_on_CESO","Randy_2022",0.3566799,NA,"",NA,""
"HEEX_on_CESO","Randy_2023",0.9512195,NA,"",NA,""
"HEEX_on_CESO","Vineyard_2022",0.06182923,NA,"",NA,""
"HEEX_on_CESO","Vineyard_2024",0.2588805,NA,"",NA,""
"HEEX_on_CESO","AIkawa_2022",0.1615385,NA,"",NA,""
"HEEX_on_CESO","Quarry_Close_2022",0.3976168,NA,"",NA,""
"HEEX_on_CESO","Quarry_Close_2023",0.8448147,NA,"",NA,""
"HEEX_on_CESO","Quarry_Close_2024",0.3274881,NA,"",NA,""
"HEEX_on_CESO","Quarry_Far_2022",0.5681507,NA,"",NA,""
"HEEX_on_CESO","Quarry_Far_2023",0.6944211,NA,"",NA,""
"HEEX_on_CESO","Quarry_Far_2024",0.2060185,NA,"",NA,""
"NODFc","Quarry_Close_2022",3.101728,NA,"",NA,""
"NODFc","Quarry_Close_2023",3.024477,NA,"",NA,""
"NODFc","Quarry_Close_2024",2.912853,NA,"",NA,""
"NODFc","Quarry_Far_2022",2.459318,NA,"",NA,""
"NODFc","Quarry_Far_2023",2.330639,NA,"",NA,""
"NODFc","Quarry_Far_2024",2.294359,NA,"",NA,""
"NODFc","Bertha_2022_summer",2.744832,NA,"",NA,""
"NODFc","Bertha_2023_summer",2.691819,NA,"",NA,""
"NODFc","Bertha_2024",2.451898,NA,"",NA,""
"NODFc","Randy_2022",2.700738,NA,"",NA,""
"NODFc","Randy_2023",3.357527,NA,"",NA,""
"NODFc","Pond_2022",2.638036,NA,"",NA,""
"NODFc","Pond_2023",4.515785,NA,"",NA,""
"NODFc","Pond_2024",2.389576,NA,"",NA,""
"NODFc","Banana_2022",2.934255,NA,"",NA,""
"NODFc","Lower_Banana_2022",3.016571,NA,"",NA,""
"NODFc","Aikawa_2022_summer",2.522179,NA,"",NA,""
"NODFc","Vineyard_2022",3.358587,NA,"",NA,""
"NODFc","Vineyard_2024",2.01686,NA,"",NA,""
