"Site","Year","PLANT","mean_floral_abundance"
"Quarry_1",2024,"ACMO",5.5
"Quarry_1",2024,"ACWR",18.8
"Quarry_1",2024,"AGHE",2
"Quarry_1",2024,"ANAR",95.5
"Quarry_1",2024,"CADE",43.8333333333333
"Quarry_1",2024,"DICA",54.1666666666667
"Quarry_1",2024,"ERBO",1
"Quarry_1",2024,"ERCI",9.25
"Quarry_1",2024,"ERGU",11
"Quarry_1",2024,"ESCA",22.3333333333333
"Quarry_1",2024,"GITR",1
"Quarry_1",2024,"LACA",891.666666666667
"Quarry_1",2024,"LUBI",15.2
"Quarry_1",2024,"LUSU",2.33333333333333
"Quarry_1",2024,"MEPO",19.6666666666667
"Quarry_1",2024,"PLER",188.75
"Quarry_1",2024,"TRBI",1
"Quarry_1",2024,"TRDU",24
"Quarry_1",2024,"TRFU",67.1666666666667
"Quarry_1",2024,"TRHI",21.3333333333333
"Quarry_1",2024,"VIVI",416
"Quarry_2",2023,"ACBR",53.25
"Quarry_2",2023,"ACMO",28
"Quarry_2",2023,"ACWR",133.5
"Quarry_2",2023,"AGHE",231.2
"Quarry_2",2023,"AMME",13.5
"Quarry_2",2023,"ANFI",433.333333333333
"Quarry_2",2023,"CARU",33.1666666666667
"Quarry_2",2023,"CHGL",40.2
"Quarry_2",2023,"CRHI",1016.66666666667
"Quarry_2",2023,"DICA",17.3333333333333
"Quarry_2",2023,"ERCI",13.2
"Quarry_2",2023,"ERGU",598.333333333333
"Quarry_2",2023,"ESCA",30.5
"Quarry_2",2023,"GITR",175.8
"Quarry_2",2023,"LACA",213.5
"Quarry_2",2023,"LIDI",12.5
"Quarry_2",2023,"LUAL",178.333333333333
"Quarry_2",2023,"LUBI",19.5
"Quarry_2",2023,"LUNA",1
"Quarry_2",2023,"LUSU",2.8
"Quarry_2",2023,"MEIN",1
"Quarry_2",2023,"MICA",282.833333333333
"Quarry_2",2023,"MIDO",7
"Quarry_2",2023,"PLER",356.666666666667
"Quarry_2",2023,"RACA",30
"Quarry_2",2023,"RILE",9
"Quarry_2",2023,"SEVU",2
"Quarry_2",2023,"SIBE",18.75
"Quarry_2",2023,"SOAS",4.5
"Quarry_2",2023,"Sidalcea",16.3333333333333
"Quarry_2",2023,"TOVE",2
"Quarry_2",2023,"TRADU",1
"Quarry_2",2023,"TRFU",1.5
"Quarry_2",2023,"TRHI",12.6666666666667
"Quarry_2",2023,"TRLA",11.25
"Quarry_2",2023,"URLI",17.3333333333333
"Quarry_2",2023,"VIVI",82.6666666666667
"Quarry_2",2024,"ACMO",82
"Quarry_2",2024,"ACWR",22
"Quarry_2",2024,"CADE",28
"Quarry_2",2024,"DICA",14.6666666666667
"Quarry_2",2024,"ERCI",12.6666666666667
"Quarry_2",2024,"LACA",160.5
"Quarry_2",2024,"LUBI",6.83333333333333
"Quarry_2",2024,"LUSU",1.83333333333333
"Quarry_2",2024,"MEPO",113.25
"Quarry_2",2024,"PLER",154.333333333333
"Quarry_2",2024,"TRBI",3
"Quarry_2",2024,"TRDU",41.8
"Quarry_2",2024,"TRFU",103.833333333333
"Quarry_2",2024,"TRHI",7.5
"Quarry_2",2024,"VIVI",1100
"Quarry_3",2024,"ACBR",26
"Quarry_3",2024,"ACWR",36
"Quarry_3",2024,"ANAR",2
"Quarry_3",2024,"CADE",13.6666666666667
"Quarry_3",2024,"CARU",13
"Quarry_3",2024,"DICA",46.2
"Quarry_3",2024,"ERCI",47
"Quarry_3",2024,"LACA",2
"Quarry_3",2024,"LUSU",2.4
"Quarry_3",2024,"MEPO",60.6666666666667
"Quarry_3",2024,"PLER",397.333333333333
"Quarry_3",2024,"TRDU",2
"Quarry_3",2024,"TRFU",141.166666666667
"Quarry_3",2024,"TRHI",1
"Quarry_3",2024,"URLI",5
"Quarry_3",2024,"VIVI",710
"Quarry_4",2024,"ACWR",22.5
"Quarry_4",2024,"DICA",15.25
"Quarry_4",2024,"ERCI",36
"Quarry_4",2024,"ESCA",3.8
"Quarry_4",2024,"LUBI",12.3333333333333
"Quarry_4",2024,"LUSU",2.6
"Quarry_4",2024,"MADI",3
"Quarry_4",2024,"MEIN",4
"Quarry_4",2024,"MEPO",95.6
"Quarry_4",2024,"PEDU",2
"Quarry_4",2024,"PLER",56
"Quarry_4",2024,"TRFU",148.833333333333
"Quarry_4",2024,"TRHI",4.25
"Quarry_4",2024,"URLI",69
"Quarry_4",2024,"VIVI",227.666666666667
"Quarry_5",2024,"ACWR",2.6
"Quarry_5",2024,"ANAR",1
"Quarry_5",2024,"ANFI",50
"Quarry_5",2024,"ASJE",1
"Quarry_5",2024,"CADE",1
"Quarry_5",2024,"CARU",22.4
"Quarry_5",2024,"DICA",424.333333333333
"Quarry_5",2024,"ERCI",11
"Quarry_5",2024,"ERGU",1
"Quarry_5",2024,"EUSP",57.6666666666667
"Quarry_5",2024,"LACA",509.833333333333
"Quarry_5",2024,"LUBI",9
"Quarry_5",2024,"LUSU",2
"Quarry_5",2024,"MEPO",84
"Quarry_5",2024,"PLER",50.3333333333333
"Quarry_5",2024,"TRDU",2
"Quarry_5",2024,"TRFU",510
"Quarry_5",2024,"VIVI",43.6666666666667
"Reservoir",2022,"AMME",5
"Reservoir",2022,"BRRA",2
"Reservoir",2022,"LUMI",200
"Reservoir",2022,"LUSU",1
"Reservoir",2022,"MEIN",40
"Reservoir",2022,"TRHI",75
"Reservoir",2022,"VIVI",550
"Reservoir ",2022,"ACBR",10
"Reservoir ",2022,"AMME",1
"Reservoir ",2022,"BRRA",1
"Reservoir ",2022,"LUBI",1
"Reservoir ",2022,"LUMI",1030
"Reservoir ",2022,"LUSU",10
"Reservoir ",2022,"MEIN",10
"Reservoir ",2022,"TRHI",10
"Reservoir ",2022,"VIVI",1100
"Rock",2022,"ACBR",3
"Rock",2022,"ACWR",51.25
"Rock",2022,"AMME",30
"Rock",2022,"BRRA",30
"Rock",2022,"CARU",100
"Rock",2022,"DICA",1
"Rock",2022,"DUFO",5
"Rock",2022,"ERGU",288
"Rock",2022,"EUCR",7.33333333333333
"Rock",2022,"LUMI",106.166666666667
"Rock",2022,"LUNA",5
"Rock",2022,"LUSU",298
"Rock",2022,"MEIN",75
"Rock",2022,"MEPO",10
"Rock",2022,"PLER",55
"Rock",2022,"RACA",30
"Rock",2022,"Sidalcea",8
"Rock",2022,"TRBI",30
"Rock",2022,"TRFU",418.5
"Rock",2022,"TRHI",70
"Rock",2022,"TRLA",27
"Rock",2022,"VIVI",755
"Rock",2023,"ACBR",50
"Rock",2023,"ACWR",134.2
"Rock",2023,"AMME",102.333333333333
"Rock",2023,"COSP",2
"Rock",2023,"CRHI",25
"Rock",2023,"DEHE",7.33333333333333
"Rock",2023,"DICA",48.6666666666667
"Rock",2023,"DUFO",3.33333333333333
"Rock",2023,"ERBO",9
"Rock",2023,"ERCI",8
"Rock",2023,"ERGU",44.2
"Rock",2023,"EUCR",55
"Rock",2023,"EUSP",41.3333333333333
"Rock",2023,"HIIN",8.2
"Rock",2023,"LACA",1
"Rock",2023,"LUMI",1.5
"Rock",2023,"LUSU",7.16666666666667
"Rock",2023,"MEIN",23.3333333333333
"Rock",2023,"MEPO",20
"Rock",2023,"PHIM",14.6666666666667
"Rock",2023,"PLER",205
"Rock",2023,"RACA",28.6666666666667
"Rock",2023,"SEVU",23
"Rock",2023,"TRBI",16.5
"Rock",2023,"TRFU",93.1666666666667
"Rock",2023,"TRHI",10.5
"Rock",2023,"TRLA",95.8
"Rock",2023,"VIVI",1710.83333333333
"Rock",2024,"ACWR",2
"Rock",2024,"CRHI",130.833333333333
"Rock",2024,"DEHE",1
"Rock",2024,"DICA",7
"Rock",2024,"ERCI",5.33333333333333
"Rock",2024,"ERGU",38.3333333333333
"Rock",2024,"EUSP",44.8333333333333
"Rock",2024,"GAMU",49
"Rock",2024,"HIIN",3.5
"Rock",2024,"LACA",1
"Rock",2024,"LUBI",1
"Rock",2024,"MIDO",290.666666666667
"Rock",2024,"PHIM",8
"Rock",2024,"PLER",80.6666666666667
"Rock",2024,"RACA",25.5
"Rock",2024,"TRBI",19.1666666666667
"Rock",2024,"TRFU",185
"Rock",2024,"TRLA",8.25
"Rock",2024,"VIVI",638.5
"South_Goatgrass",2024,"ACMO",8.4
"South_Goatgrass",2024,"ACWR",22.8333333333333
"South_Goatgrass",2024,"ASBR",10
"South_Goatgrass",2024,"ASGA",2.75
"South_Goatgrass",2024,"CADE",4.66666666666667
"South_Goatgrass",2024,"DEVA",4.83333333333333
"South_Goatgrass",2024,"DICA",1
"South_Goatgrass",2024,"ERCI",25
"South_Goatgrass",2024,"ESCA",7.2
"South_Goatgrass",2024,"GITR",106
"South_Goatgrass",2024,"LACA",1183.33333333333
"South_Goatgrass",2024,"LAMI",4.5
"South_Goatgrass",2024,"LEBI",29
"South_Goatgrass",2024,"LUBI",94.8333333333333
"South_Goatgrass",2024,"MEIN",10.5
"South_Goatgrass",2024,"MEPO",2
"South_Goatgrass",2024,"MICA",30
"South_Goatgrass",2024,"MIDO",4
"South_Goatgrass",2024,"PLER",148.333333333333
"South_Goatgrass",2024,"SOAS",1
"South_Goatgrass",2024,"TRAL",230.5
"South_Goatgrass",2024,"TRER",35.1666666666667
"South_Goatgrass",2024,"TRFU",164.666666666667
"South_Goatgrass",2024,"TRHI",33.2
"South_Goatgrass",2024,"VIVI",5666.66666666667
"Tac_Shack",2022,"AMME",1
"Tac_Shack",2022,"BRRA",4
"Tac_Shack",2022,"ESCA",250
"Tac_Shack",2022,"LUMI",152.5
"Tac_Shack",2022,"LUSU",800
"Tac_Shack",2022,"MEIN",467.5
"Tac_Shack",2022,"TRFU",15
"Tac_Shack",2022,"VIVI",1487.5
"UG1",2023,"ACWR",10
"UG1",2023,"CAAT",1
"UG1",2023,"DEVA",200
"UG1",2023,"DICA",25
"UG1",2023,"GITR",30
"UG1",2023,"LACA",200
"UG1",2023,"LOHO",2
"UG1",2023,"MICA",1050
"UG1",2023,"PLER",1100
"UG1",2023,"TRER",1
"UG1",2023,"VIVI",150
"UG2",2023,"ACBR",20
"UG2",2023,"ACWR",35.5
"UG2",2023,"DICA",36.5
"UG2",2023,"LACA",27.25
"UG2",2023,"LUSU",2.33333333333333
"UG2",2023,"PLER",26.6666666666667
"UG2",2023,"TRFU",30
"UG2",2023,"VIVI",305
"Upper_Grid_1",2023,"ACBR",30
"Upper_Grid_1",2023,"ACME",20
"Upper_Grid_1",2023,"ACMO",1
"Upper_Grid_1",2023,"ACWR",32.5
"Upper_Grid_1",2023,"AMME",59.3333333333333
"Upper_Grid_1",2023,"CADE",1
"Upper_Grid_1",2023,"CALU",1
"Upper_Grid_1",2023,"CAME",1
"Upper_Grid_1",2023,"COSP",30
"Upper_Grid_1",2023,"DEVA",152.5
"Upper_Grid_1",2023,"DICA",2276.33333333333
"Upper_Grid_1",2023,"ERBO",10
"Upper_Grid_1",2023,"ERCI",247
"Upper_Grid_1",2023,"GITR",9571.66666666667
"Upper_Grid_1",2023,"HIIN",4
"Upper_Grid_1",2023,"LACA",4346
"Upper_Grid_1",2023,"LENI",30
"Upper_Grid_1",2023,"LERE",16
"Upper_Grid_1",2023,"LIBI",50
"Upper_Grid_1",2023,"LOBI",17
"Upper_Grid_1",2023,"LOHO",170
"Upper_Grid_1",2023,"LUNA",239.666666666667
"Upper_Grid_1",2023,"MICA",2691.66666666667
"Upper_Grid_1",2023,"PHTA",1.5
"Upper_Grid_1",2023,"PLER",15590
"Upper_Grid_1",2023,"PLNO",193.666666666667
"Upper_Grid_1",2023,"RACA",30
"Upper_Grid_1",2023,"RILE",2
"Upper_Grid_1",2023,"SEVU",170.666666666667
"Upper_Grid_1",2023,"SIBE",9.5
"Upper_Grid_1",2023,"SIVE",15
"Upper_Grid_1",2023,"TRER",160.666666666667
"Upper_Grid_1",2023,"TRHI",12
"Upper_Grid_1",2023,"VIVI",558.5
"Upper_Grid_2",2023,"ACME",1050
"Upper_Grid_2",2023,"ACWR",414.8
"Upper_Grid_2",2023,"AMME",36.3333333333333
"Upper_Grid_2",2023,"CASU",2.33333333333333
"Upper_Grid_2",2023,"CHGL",4
"Upper_Grid_2",2023,"DEHE",39.25
"Upper_Grid_2",2023,"DICA",687.333333333333
"Upper_Grid_2",2023,"EUCR",40
"Upper_Grid_2",2023,"EUSP",10
"Upper_Grid_2",2023,"HIIN",5.33333333333333
"Upper_Grid_2",2023,"LACA",40
"Upper_Grid_2",2023,"LUMI",12.25
"Upper_Grid_2",2023,"LUSU",43.8333333333333
"Upper_Grid_2",2023,"PLER",605
"Upper_Grid_2",2023,"SEVU",5
"Upper_Grid_2",2023,"SOAS",1
"Upper_Grid_2",2023,"Sidalcea",2.33333333333333
"Upper_Grid_2",2023,"TRBI",12.5
"Upper_Grid_2",2023,"TRFU",57
"Upper_Grid_2",2023,"TRGR",2
"Upper_Grid_2",2023,"TRHI",10
"Upper_Grid_2",2023,"TRLA",4
"Upper_Grid_2",2023,"VIVI",2729.16666666667
"Upper_Grid_2",2024,"ACWR",79.8
"Upper_Grid_2",2024,"AMME",2.66666666666667
"Upper_Grid_2",2024,"DEHE",7
"Upper_Grid_2",2024,"DICA",56.4
"Upper_Grid_2",2024,"EUSP",55
"Upper_Grid_2",2024,"LUMI",3
"Upper_Grid_2",2024,"LUSU",7.16666666666667
"Upper_Grid_2",2024,"MIDO",4
"Upper_Grid_2",2024,"PLER",7.5
"Upper_Grid_2",2024,"TRBI",3
"Upper_Grid_2",2024,"TRFU",89
"Upper_Grid_2",2024,"TRLA",1
"Upper_Grid_2",2024,"VIVI",2191.33333333333
"Upper_Seep",2023,"ACBR",428.666666666667
"Upper_Seep",2023,"ACME",4315
"Upper_Seep",2023,"ACWR",18.5
"Upper_Seep",2023,"ALAM",18
"Upper_Seep",2023,"AMME",101
"Upper_Seep",2023,"ASJE",5
"Upper_Seep",2023,"ASRA",10
"Upper_Seep",2023,"CAME",15
"Upper_Seep",2023,"CASU",11
"Upper_Seep",2023,"CHGL",106.666666666667
"Upper_Seep",2023,"CRHI",92.5
"Upper_Seep",2023,"DEHE",11
"Upper_Seep",2023,"DICA",802.5
"Upper_Seep",2023,"ERCI",5.33333333333333
"Upper_Seep",2023,"ERGU",114.4
"Upper_Seep",2023,"ESCA",116
"Upper_Seep",2023,"GITR",923.333333333333
"Upper_Seep",2023,"HIIN",15.25
"Upper_Seep",2023,"LACA",10
"Upper_Seep",2023,"LIDI",2
"Upper_Seep",2023,"LIDO",5
"Upper_Seep",2023,"LOBI",13
"Upper_Seep",2023,"LUMI",10
"Upper_Seep",2023,"LUSU",88.8571428571429
"Upper_Seep",2023,"MEIN",12.5
"Upper_Seep",2023,"MICA",100
"Upper_Seep",2023,"PHTA",6.8
"Upper_Seep",2023,"PHTR",55
"Upper_Seep",2023,"PLER",10050
"Upper_Seep",2023,"SEVU",15
"Upper_Seep",2023,"SOAS",1
"Upper_Seep",2023,"Sidalcea",2
"Upper_Seep",2023,"TRAL",5
"Upper_Seep",2023,"TRHI",67
"Upper_Seep",2023,"TRLA",1
"Upper_Seep",2023,"VIVI",2478.85714285714
