Year,Month,Day,StartTime,StopTime,Transect_ID,Site,Patch_ID,Plant_Species,Floral_Abundance ,,
2022,7,5,4_18,4_49,1,Vineyard,,CLPU,10,,
2022,7,7,12_48,1_42,1,Vineyard,S1,CLPU,6,,
2022,7,7,9_08,9_50,1,Quarry,Q4Y4,CLPU,3,,
2022,7,13,1_11,1_45,1,Aikawa,,common_woolly,40,,
2022,7,15,10_11,10_56,1,Pond,Y1,common_woolly,10,,
2022,7,8,9_28,10_14,1,Lower_Banana,S1,common_woolly,6,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,common_woolly,5,,
2022,7,29,11_05,11_35,1,Aikawa,,common_woolly,10,,
2022,7,21,9_14,9_56,1,Aikawa,,common_woolly,6,,
2022,7,25,10_11,10_42,1,Aikawa,,common_woolly,10,,
2022,7,27,11_35,12_06,1,Aikawa,,common_woolly,20,white star dried up,
2022,7,4,3_31,3_59,1,Quarry,QS3,common_wooly,4,,
2022,7,8,10_53,11_40,1,Banana,S2,cuscuta,20,,
2022,7,15,,,1,Bertha,,ERGU,1,,
2022,7,7,12_48,1_42,1,Vineyard,S1,ERGU,1,,
2022,7,8,8_09,8_52,1,Aikawa,A1,ERGU,4,,
2022,7,6,12_21,12_53,1,Aikawa,A1,ERGU,20,,
2022,7,4,1_38,1_8,2,Quarry,QY4,ESCA,6,,
2022,7,19,9_59,11_14,1,Banana_Pond,,ESCA,4,,
2022,7,17,8_24,8_52,1,Quarry,Q4Y4,ESCA,10,,
2022,7,14,10_25,12_27,1,Quarry,Q6S6,ESCA,4,,
2022,7,14,10_25,12_27,1,Quarry,Q4Y4,ESCA,2,,
2022,7,18,1_37,1_57,1,Quarry,Q6S6,ESCA,2,,
2022,7,13,10_25,11_11,1,Banana_Pond,,ESCA,4,,
2022,7,11,8_22,9_09,1,Quarry,Q4Y4,ESCA,1,,
2022,7,12,1_04,1_24,1,Quarry,Q5Y5,ESCA,10,,
2022,7,31,9_02,9_47,1,Quarry,Q4Y4,ESCA,4,,
2022,7,21,1_44,2_19,1,Banana_Pond,extra,ESCA,1,,
2022,7,21,1_44,2_19,1,Banana_Pond,,ESCA,6,,
2022,7,24,9_39,10_08,1,Quarry,Q4Y4,ESCA,4,,
2022,7,25,11_33,11_58,1,Quarry,Q4Y4,ESCA,4,,
2022,7,27,8_41,9_05,1,Quarry,Q4Y4,ESCA,1,,
2022,7,28,8_43,9_24,1,Banana_Pond,,ESCA,2,,
2022,7,13,9_25,10_06,1,Lower_Banana,S1,fuzzy white,6,,
2022,7,4,12_58,1_34,1,Quarry,QS4,GRCA,100,,
2022,7,4,1_38,1_8,2,Quarry,QY4,GRCA,200,,
2022,7,4,4_50,5_05,1,Quarry,QS5,GRCA,50,,
2022,7,5,4_18,4_49,1,Vineyard,,GRCA,20,,
2022,7,19,9_59,11_14,1,Banana_Pond,,GRCA,5,,
2022,7,19,9_59,11_14,1,Banana_Pond,burnt log,GRCA,2,,
2022,7,19,7_58,8_44,1,Banana,S2_main,GRCA,2,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,GRCA,10,,
2022,7,17,9_32,10_09,1,Quarry,Q4S4,GRCA,20,,
2022,7,16,12_29,12_56,1,Bertha,seep,GRCA,10,,
2022,7,17,8_24,8_52,1,Quarry,Q6S6,GRCA,10,,
2022,7,17,8_24,8_52,1,Quarry,Q4Y4,GRCA,1,,
2022,7,16,11_11,11_47,1,Banana_Pond,,GRCA,30,,
2022,7,14,10_25,12_27,1,Quarry,Q5S5,GRCA,1,,
2022,7,14,10_25,12_27,1,Quarry,Q6S6,GRCA,30,,
2022,7,14,10_25,12_27,1,Quarry,Q4S4,GRCA,40,,
2022,7,18,10_36,11_10,1,Vineyard,,GRCA,1,,
2022,7,18,11_44,12_17,1,Bertha,seep,GRCA,10,,
2022,7,18,1_37,1_57,1,Quarry,Q6S6,GRCA,3,,
2022,7,13,11_47,12_19,1,Bertha,woollypod,GRCA,2,,
2022,7,13,11_47,12_19,1,Bertha,,GRCA,30,,
2022,7,13,8_31,9_13,2,Bertha,S2,GRCA,1,,
2022,7,13,9_25,10_06,1,Lower_Banana,S1,GRCA,6,,
2022,7,13,10_25,11_11,1,Banana_Pond,,GRCA,30,,
2022,7,13,1_11,1_45,1,Aikawa,,GRCA,20,,
2022,7,11,7_51,8_14,1,Quarry,Q5S5,GRCA,2,,
2022,7,11,8_22,9_09,1,Quarry,Q4Y4,GRCA,2,,
2022,7,11,8_22,9_09,1,Quarry,Q4S4,GRCA,30,,
2022,7,11,11_47,12_00,1,Quarry,Q7Y7,GRCA,5,,
2022,7,11,11_47,12_00,1,Quarry,Q7S7,GRCA,30,,
2022,7,12,10_35,11_26,1,Vineyard,,GRCA,4,drying out ,
2022,7,12,1_04,1_24,1,Quarry,Q5S5,GRCA,1,,
2022,7,15,8_42,,1,Vineyard,,GRCA,8,,
2022,7,15,,,1,Bertha,,GRCA,10,,
2022,7,15,,,2,Bertha,woollypod,GRCA,2,,
2022,7,15,1_14,1_32,1,Quarry,Q6S6,GRCA,10,,
2022,7,16,10_13,10_51,1,Banana,S1,GRCA,2,,
2022,7,16,10_13,10_51,1,Banana,S2,GRCA,2,,
2022,7,7,12_48,1_42,1,Vineyard,S1,GRCA,50,,
2022,7,7,2_51,,1,Bertha,woollypod,GRCA,10,,
2022,7,8,8_09,8_52,1,Aikawa,A1,GRCA,100,,
2022,7,8,9_28,10_14,1,Lower_Banana,S1,GRCA,10,,
2022,7,8,10_53,11_40,1,Banana,S2,GRCA,20,,
2022,7,8,12_37,,1,Quarry,Q5S5,GRCA,10,,
2022,7,6,12_21,12_53,1,Aikawa,A1,GRCA,60,,
2022,7,6,4_31,,1,Quarry,Q5S5,GRCA,50,,
2022,7,7,9_08,9_50,1,Quarry,Q4S4,GRCA,100,,
2022,7,7,9_08,9_50,1,Quarry,Q4Y4,GRCA,10,,
2022,7,6,9_10,10_10,1,Banana,S1,GRCA,10,,
2022,7,6,9_10,10_10,1,Banana,S2,GRCA,50,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,GRCA,50,,
2022,7,31,12_20,1_00,1,Vineyard,,GRCA,1,,
2022,7,31,10_42,11_12,1,Aikawa,,GRCA,6,,
2022,7,29,8_46,9_18,1,Vineyard,,GRCA,3,,
2022,7,29,11_05,11_35,1,Aikawa,,GRCA,10,,
2022,7,30,2_04,2_35,1,Banana_Pond,,GRCA,7,,
2022,7,20,8_57,9_17,1,Quarry,Q5S5,GRCA,11,,
2022,7,21,7_33,8_09,1,Quarry,Q4Y4,GRCA,NA,,
2022,7,21,7_33,8_09,1,Quarry,Q4S4,GRCA,2,,
2022,7,21,9_14,9_56,1,Aikawa,,GRCA,4,,
2022,7,21,1_44,2_19,1,Banana_Pond,,GRCA,40,,
2022,7,22,10_34,11_23,1,Vineyard,,GRCA,8,,
2022,7,22,11_59,12_31,1,Aikawa,,GRCA,5,,
2022,7,23,9_14,9_32,1,Banana,S2,GRCA,2,,
2022,7,23,9_38,10_45,1,Banana_Pond,,GRCA,10,,
2022,7,23,11_25,12_00,1,Bertha,,GRCA,2,,
2022,7,24,9_39,10_08,1,Quarry,Q4S4,GRCA,6,,
2022,7,24,11_44,12_19,1,Quarry,,GRCA,10,,
2022,7,25,7_56,8_35,1,Vineyard,,GRCA,2,,
2022,7,25,10_11,10_42,1,Aikawa,,GRCA,4,,
2022,7,25,11_05,11_25,1,Quarry,Q6S6,GRCA,2,,
2022,7,25,11_33,11_58,1,Quarry,Q4S4,GRCA,2,,
2022,7,26,8_15,8_46,1,Banana_Pond,,GRCA,2,,
2022,7,26,8_15,8_46,1,Banana_Pond,extra,GRCA,1,,
2022,7,26,9_04,9_28,1,Banana,S2,GRCA,2,,
2022,7,26,12_32,12_59,1,Bertha,,GRCA,4,,
2022,7,27,8_41,9_05,1,Quarry,Q4S4,GRCA,1,,
2022,7,27,11_35,12_06,1,Aikawa,,GRCA,5,,
2022,7,28,8_43,9_24,1,Banana_Pond,,GRCA,2,,
2022,7,28,9_33,9_56,1,Banana,S2,GRCA,3,yampah dried,
2022,7,28,10_37,11_23,1,Vineyard,,GRCA,3,,
2022,7,28,12_00,12_20,1,Quarry,Q6S6,GRCA,4,,
2022,7,25,10_11,10_42,1,Aikawa,,HALI,100,,
2022,7,4,3_31,3_59,2,Quarry,QS3_upper,HEAR,2,,
2022,7,4,2_31,2_46,2,Quarry,QS1,HECO,50,,
2022,7,4,2_46,2_54,3,Quarry,QS1_upper,HECO,40,,
2022,7,4,2_37,2_40,1,Quarry,QS2_upper,HECO,30,,
2022,7,4,3_07,3_24,2,Quarry,QS2,HECO,42,,
2022,7,4,3_31,3_59,1,Quarry,QS3,HECO,250,,
2022,7,4,3_31,3_59,2,Quarry,QS3_upper,HECO,310,,
2022,7,4,4_50,5_05,1,Quarry,QY5,HECO,20,,
2022,7,5,3_32,4_09,1,Pond,S1,HECO,30,,
2022,7,5,4_18,4_49,1,Vineyard,,HECO,20,,
2022,7,6,1_10,1_36,1,Bertha,,HECO,130,,
2022,7,19,9_10,9_40,1,Banana_Lower,S1,HECO,200,,
2022,7,19,9_59,11_14,1,Banana_Pond,,HECO,100,,
2022,7,19,9_59,11_14,1,Banana_Pond,burnt log,HECO,10,,
2022,7,19,9_59,11_14,1,Banana_Pond,extra_patch,HECO,30,,
2022,7,19,7_58,8_44,1,Banana,S1,HECO,100,,
2022,7,19,7_58,8_44,1,Banana,S2_main,HECO,300,,
2022,7,18,9_57,10_11,1,Pond,S1,HECO,100,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,HECO,100,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,HECO,500,,
2022,7,17,11_10,12_44,1,Quarry,Q1S1,HECO,40,,
2022,7,17,11_10,12_44,1,Quarry,Q1S1_upper,HECO,30,last year was sun 6,
2022,7,17,11_10,12_44,1,Quarry,Q1S1_upper,HECO,30,main S1 upper patch,
2022,7,17,11_10,12_44,1,Quarry,Q3_seep,HECO,50,,
2022,7,17,11_10,12_44,1,Quarry,Q2_upper,HECO,100,,
2022,7,17,11_10,12_44,1,Quarry,Q2_main,HECO,10,,
2022,7,17,11_10,12_44,1,Quarry,S3_upper,HECO,100,,
2022,7,17,9_32,10_09,1,Quarry,Q4S4,HECO,10,,
2022,7,17,7_55,8_32,1,Quarry,Q5Y5,HECO,60,,
2022,7,17,7_55,8_32,1,Quarry,Q5S5,HECO,60,,
2022,7,16,12_29,12_56,1,Bertha,seep,HECO,100,,
2022,7,16,12_29,12_56,1,Bertha,Lulu/woolly,HECO,10,,
2022,7,17,8_24,8_52,1,Quarry,Q6Y6,HECO,20,,
2022,7,17,8_24,8_52,1,Quarry,Q6S6,HECO,20,,
2022,7,17,8_24,8_52,1,Quarry,Q4Y4,HECO,10,,
2022,7,16,11_11,11_47,1,Banana_Pond,,HECO,100,,
2022,7,14,10_25,12_27,1,Quarry,Q6Y6,HECO,10,,
2022,7,14,10_25,12_27,1,Quarry,Q5Y5,HECO,5,,
2022,7,14,10_25,12_27,1,Quarry,Q5S5,HECO,10,,
2022,7,14,10_25,12_27,1,Quarry,Q6S6,HECO,5,,
2022,7,14,10_25,12_27,1,Quarry,Q3S3_upper,HECO,500,,
2022,7,14,10_25,12_27,1,Quarry,Q4S4,HECO,30,,
2022,7,14,8_09,10_17,1,Quarry,Q2_main,HECO,20,,
2022,7,14,8_09,10_17,1,Quarry,Q2S2_upper,HECO,200,,
2022,7,14,8_09,10_17,1,Quarry,Q3_main,HECO,100,,
2022,7,14,8_09,10_17,1,Quarry,Q1Y1,HECO,110,,
2022,7,14,8_09,10_17,1,Quarry,Q1S1,HECO,100,,
2022,7,14,8_09,10_17,1,Quarry,Q1S1_upper,HECO,100,main S1 upper patch,
2022,7,14,8_09,10_17,1,Quarry,Q1S1_upper,HECO,20,sun 6 from last year,
2022,7,18,10_36,11_10,1,Vineyard,,HECO,50,,
2022,7,18,11_44,12_17,1,Bertha,seep,HECO,20,,
2022,7,18,12_22,12_34,2,Bertha,woollypod,HECO,20,,
2022,7,18,1_37,1_57,1,Quarry,Q6S6,HECO,2,,
2022,7,18,1_37,1_57,1,Quarry,Q6Y6,HECO,10,,
2022,7,13,11_47,12_19,1,Bertha,woollypod,HECO,50,,
2022,7,13,8_31,9_13,1,Bertha,S1,HECO,50,,
2022,7,13,8_31,9_13,2,Bertha,S2,HECO,300,,
2022,7,13,9_25,10_06,1,Lower_Banana,S1,HECO,200,,
2022,7,13,10_25,11_11,1,Banana_Pond,,HECO,1000,,
2022,7,13,1_11,1_45,1,Aikawa,,HECO,200,,
2022,7,11,7_51,8_14,1,Quarry,Q5Y5,HECO,70,,
2022,7,11,7_51,8_14,1,Quarry,Q5S5,HECO,50,,
2022,7,11,8_22,9_09,1,Quarry,Q4Y4,HECO,20,,
2022,7,11,8_22,9_09,1,Quarry,Q4S4,HECO,20,,
2022,7,11,9_26,10_04,1,Quarry,Q1Y1,HECO,10,,
2022,7,11,9_26,10_04,1,Quarry,Q1S1,HECO,50,,
2022,7,11,9_26,10_04,1,Quarry,Q1S1_upper,HECO,10,sun 6 from last year,
2022,7,11,9_26,10_04,1,Quarry,Q1S1_upper,HECO,80,main S1 upper patch,
2022,7,11,10_08,10_36,1,Quarry,Q2S2_upper,HECO,30,,
2022,7,11,10_08,10_36,1,Quarry,Q2_main,HECO,20,,
2022,7,11,10_47,11_26,1,Quarry,Q3_main,HECO,40,,
2022,7,11,10_47,11_26,1,Quarry,Q3S3_upper,HECO,80,,
2022,7,12,8_44,9_05,1,Bertha,woollypod,HECO,100,,
2022,7,12,9_26,10_06,1,Pond,S1,HECO,100,,
2022,7,12,10_35,11_26,1,Vineyard,,HECO,200,,
2022,7,15,8_42,,1,Vineyard,,HECO,1000,,
2022,7,15,10_11,10_56,1,Pond,,HECO,100,,
2022,7,15,,,1,Bertha,,HECO,100,,
2022,7,15,,,2,Bertha,woollypod,HECO,10,,
2022,7,16,8_55,9_41,1,Lower_Banana,S1,HECO,500,,
2022,7,16,10_13,10_51,1,Banana,S1,HECO,100,,
2022,7,16,10_13,10_51,1,Banana,S2,HECO,300,,
2022,7,7,10_38,11_21,1,Quarry,Q3S3,HECO,500,,
2022,7,7,10_38,11_21,1,Quarry,Q3S3_upper,HECO,500,,
2022,7,7,12_48,1_42,1,Vineyard,S1,HECO,1000,,
2022,7,7,1_52,2_32,1,Pond,,HECO,50,,
2022,7,7,2_51,,1,Bertha,woollypod,HECO,400,,
2022,7,8,8_09,8_52,1,Aikawa,A1,HECO,500,,
2022,7,8,9_28,10_14,1,Lower_Banana,S1,HECO,100,,
2022,7,8,10_53,11_40,1,Banana,S1,HECO,100,,
2022,7,8,10_53,11_40,1,Banana,S2,HECO,1000,1000s,
2022,7,8,12_37,,1,Quarry,Q5S5,HECO,20,,
2022,7,6,12_21,12_53,1,Aikawa,A1,HECO,100,,
2022,7,6,4_31,,1,Quarry,Q5S5,HECO,30,,
2022,7,7,8_09,8_59,1,Quarry,Q1Y1,HECO,50,,
2022,7,7,8_09,8_59,1,Quarry,Q1S1,HECO,200,,
2022,7,7,8_09,8_59,1,Quarry,Q1S1_upper,HECO,500,,
2022,7,7,9_08,9_50,1,Quarry,Q4S4,HECO,30,,
2022,7,7,9_08,9_50,1,Quarry,Q4Y4,HECO,20,,
2022,7,7,10_04,10_32,1,Quarry,Q2S2_upper,HECO,100,,
2022,7,7,10_04,10_32,1,Quarry,Q2S2,HECO,200,,
2022,7,6,9_10,10_10,1,Banana,S1,HECO,300,,
2022,7,6,9_10,10_10,1,Banana,S2,HECO,300,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,HECO,400,,
2022,7,31,12_20,1_00,1,Vineyard,,HECO,1000,,
2022,7,31,11_40,12_11,1,Pond,,HECO,50,,
2022,7,31,10_42,11_12,1,Aikawa,,HECO,200,,
2022,7,29,7_44,8_05,1,Banana,S1,HECO,100,,
2022,7,29,7_44,8_05,1,Banana,S2,HECO,300,,
2022,7,29,8_46,9_18,1,Vineyard,,HECO,1000,,
2022,7,29,9_39,10_08,1,Pond,S1,HECO,100,,
2022,7,29,10_16,10_44,1,Bertha,,HECO,100,,
2022,7,29,11_05,11_35,1,Aikawa,,HECO,200,,
2022,7,30,12_59,1_23,1,Banana,S1,HECO,50,,
2022,7,30,12_59,1_23,1,Banana,S2,HECO,50,,
2022,7,30,1_33,1_55,1,Lower_Banana,S1,HECO,30,,
2022,7,30,2_04,2_35,1,Banana_Pond,,HECO,50,,
2022,7,30,2_04,2_35,1,Banana_Pond,extra,HECO,10,,
2022,7,31,7_52,8_29,1,Quarry,Q1Y1,HECO,30,,
2022,7,31,7_52,8_29,1,Quarry,Q1S1,HECO,100,,
2022,7,31,7_52,8_29,1,Quarry,Q1S1_upper,HECO,100,extra,
2022,7,31,7_52,8_29,1,Quarry,Q1S1_upper,HECO,40,main,
2022,7,31,8_32,9_00,1,Quarry,Q2S2_upper,HECO,50,,
2022,7,31,8_32,9_00,1,Quarry,Q2S2,HECO,200,,
2022,7,31,9_02,9_47,1,Quarry,Q3S3,HECO,200,,
2022,7,31,9_02,9_47,1,Quarry,Q3S3_upper,HECO,300,,
2022,7,31,9_02,9_47,1,Quarry,Q4S4,HECO,10,,
2022,7,31,9_53,10_11,1,Quarry,Q6Y6,HECO,10,,
2022,7,20,8_57,9_17,1,Quarry,Q5Y5,HECO,30,,
2022,7,20,8_57,9_17,1,Quarry,Q5S5,HECO,30,,
2022,7,20,9_37,9_58,1,Quarry,Q6S6,HECO,10,,
2022,7,20,10_10,11_05,1,Quarry,Q1Y1,HECO,10,,
2022,7,20,10_10,11_05,1,Quarry,Q1S1,HECO,40,,
2022,7,20,10_10,11_05,1,Quarry,Q1S1_upper,HECO,100,extra 6 patch,
2022,7,20,10_10,11_05,1,Quarry,Q1S1_upper,HECO,70,main upper,
2022,7,20,11_33,12_10,1,Quarry,Q2S2_upper,HECO,20,,
2022,7,20,11_33,12_10,1,Quarry,Q2S2,HECO,10,,
2022,7,20,12_19,12_56,1,Quarry,Q3S3,HECO,30,,
2022,7,20,12_19,12_56,1,Quarry,Q3S3_upper,HECO,30,"tagged 20 more in S1 lower, S2 lower and upper, S3, S4 and S5",
2022,7,21,7_33,8_09,1,Quarry,Q4S4,HECO,30,,
2022,7,21,9_14,9_56,1,Aikawa,,HECO,100,,
2022,7,21,10_20,11_5,1,Pond,,HECO,50,,
2022,7,21,1_44,2_19,1,Banana_Pond,extra,HECO,10,,
2022,7,21,1_44,2_19,1,Banana_Pond,,HECO,30,,
2022,7,22,9_40,10_18,1,Bertha,,HECO,70,,
2022,7,22,10_34,11_23,1,Vineyard,,HECO,100,,
2022,7,22,11_59,12_31,1,Aikawa,,HECO,200,,
2022,7,23,8_04,8_47,1,Lower_Banana,S1,HECO,100,,
2022,7,23,9_14,9_32,1,Banana,S1,HECO,80,,
2022,7,23,9_14,9_32,1,Banana,S2,HECO,100,,
2022,7,23,9_38,10_45,1,Banana_Pond,,HECO,100,,
2022,7,23,9_38,10_45,1,Banana_Pond,extra,HECO,10,,
2022,7,23,11_25,12_00,1,Bertha,,HECO,50,,
2022,7,24,7_50,8_24,1,Quarry,Q1Y1,HECO,10,,
2022,7,24,7_50,8_24,1,Quarry,Q1S1,HECO,50,,
2022,7,24,7_50,8_24,1,Quarry,Q1S1_upper,HECO,90,extra 6 patch,
2022,7,24,7_50,8_24,1,Quarry,Q1S1_upper,HECO,90,main upper,
2022,7,24,8_31,9_12,1,Quarry,Q2S2_upper,HECO,30,,
2022,7,24,8_31,9_12,1,Quarry,Q2S2,HECO,200,,
2022,7,24,9_14,9_37,1,Quarry,Q3S3,HECO,100,,
2022,7,24,9_14,9_37,1,Quarry,Q3S3_upper,HECO,100,,
2022,7,24,9_39,10_08,1,Quarry,Q4Y4,HECO,10,,
2022,7,24,10_44,11_03,1,Quarry,Q5Y5,HECO,10,,
2022,7,24,10_44,11_03,1,Quarry,Q5S5,HECO,30,,
2022,7,24,11_44,12_19,1,Quarry,,HECO,100,,
2022,7,25,7_56,8_35,1,Vineyard,,HECO,200,,
2022,7,25,8_43,9_18,1,Pond,,HECO,100,,
2022,7,25,10_11,10_42,1,Aikawa,,HECO,200,,
2022,7,25,11_05,11_25,1,Quarry,Q6Y6,HECO,10,,
2022,7,26,8_15,8_46,1,Banana_Pond,,HECO,300,,
2022,7,26,8_15,8_46,1,Banana_Pond,burnt_log,HECO,40,,
2022,7,26,8_15,8_46,1,Banana_Pond,extra,HECO,20,,
2022,7,26,9_04,9_28,1,Banana,S1,HECO,100,,
2022,7,26,9_04,9_28,1,Banana,S2,HECO,300,,
2022,7,26,9_39,10_09,1,Lower_Banana,S1,HECO,100,,
2022,7,26,11_52,12_27,1,Pond,,HECO,100,,
2022,7,27,8_13,8_35,1,Quarry,Q6Y6,HECO,10,,
2022,7,27,8_13,8_35,1,Quarry,Q6S6,HECO,20,,
2022,7,27,8_41,9_05,1,Quarry,Q4S4,HECO,10,,
2022,7,27,9_12,9_51,1,Quarry,Q1Y1,HECO,20,,
2022,7,27,9_12,9_51,1,Quarry,Q1S1,HECO,100,,
2022,7,27,9_12,9_51,1,Quarry,Q1S1_upper,HECO,60,extra 6 patch,
2022,7,27,9_12,9_51,1,Quarry,Q1S1_upper,HECO,50,main,
2022,7,27,9_59,10_25,1,Quarry,Q2S2_upper,HECO,30,,
2022,7,27,9_59,10_25,1,Quarry,Q2Y2,HECO,50,,
2022,7,27,9_59,10_25,1,Quarry,Q2S2,HECO,30,,
2022,7,27,10_33,10_58,1,Quarry,Q3S3,HECO,30,,
2022,7,27,10_33,10_58,1,Quarry,Q3S3_upper,HECO,200,,
2022,7,27,11_35,12_06,1,Aikawa,,HECO,200,,
2022,7,28,8_02,8_35,1,Lower_Banana,S1,HECO,200,,
2022,7,28,8_43,9_24,1,Banana_Pond,,HECO,200,,
2022,7,28,8_43,9_24,1,Banana_Pond,extra,HECO,100,,
2022,7,28,9_33,9_56,1,Banana,S1,HECO,80,,
2022,7,28,9_33,9_56,1,Banana,S2,HECO,100,"sparse, most fruiting",
2022,7,28,10_37,11_23,1,Vineyard,,HECO,200,,
2022,7,19,9_10,9_40,1,Banana_Lower,S1,HECU,100,,
2022,7,13,9_25,10_06,1,Lower_Banana,S1,HECU,50,,
2022,7,16,8_55,9_41,1,Lower_Banana,S1,HECU,100,,
2022,7,8,9_28,10_14,1,Lower_Banana,S1,HECU,30,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,HECU,20,,
2022,7,30,1_33,1_55,1,Lower_Banana,S1,HECU,100,,
2022,7,23,8_04,8_47,1,Lower_Banana,S1,HECU,70,,
2022,7,24,9_39,10_08,1,Quarry,Q4S4,HECU,30,,
2022,7,26,9_39,10_09,1,Lower_Banana,S1,HECU,100,,
2022,7,28,8_02,8_35,1,Lower_Banana,S1,HECU,100,,
2022,7,4,12_58,1_34,1,Quarry,QS4,HEEX,300,,
2022,7,4,2_31,2_46,2,Quarry,QS1,HEEX,130,,
2022,7,4,2_46,2_54,3,Quarry,QS1_upper,HEEX,50,,
2022,7,4,2_37,2_40,1,Quarry,QS2_upper,HEEX,30,,
2022,7,4,3_07,3_24,2,Quarry,QS2,HEEX,10,,
2022,7,4,3_31,3_59,1,Quarry,QS3,HEEX,66,,
2022,7,4,3_31,3_59,2,Quarry,QS3_upper,HEEX,160,,
2022,7,4,4_50,5_05,1,Quarry,QS5,HEEX,200,,
2022,7,5,3_32,4_09,1,Pond,S1,HEEX,126,,
2022,7,5,4_18,4_49,1,Vineyard,S3,HEEX,1,,
2022,7,19,9_10,9_40,1,Banana_Lower,S1,HEEX,1000,,
2022,7,19,9_59,11_14,1,Banana_Pond,misc,HEEX,10,see patch size patch for full count,
2022,7,19,9_59,11_14,1,Banana_Pond,extra_patch,HEEX,80,,
2022,7,19,7_58,8_44,1,Banana,S1,HEEX,100,,
2022,7,19,7_58,8_44,1,Banana,S2_main,HEEX,200,,
2022,7,18,9_57,10_11,1,Pond,S1,HEEX,500,,
2022,7,17,11_10,12_44,1,Quarry,Q1S1,HEEX,500,,
2022,7,17,11_10,12_44,1,Quarry,Q1S1_upper,HEEX,30,last year was sun 6,
2022,7,17,11_10,12_44,1,Quarry,Q1S1_upper,HEEX,30,main S1 upper patch,
2022,7,17,11_10,12_44,1,Quarry,Q3_seep,HEEX,200,,
2022,7,17,11_10,12_44,1,Quarry,Q2_upper,HEEX,80,,
2022,7,17,11_10,12_44,1,Quarry,Q2_main,HEEX,100,,
2022,7,17,11_10,12_44,1,Quarry,S3_upper,HEEX,400,,
2022,7,17,9_32,10_09,1,Quarry,Q4S4,HEEX,1000,,
2022,7,17,7_55,8_32,1,Quarry,Q5S5,HEEX,300,,
2022,7,16,12_29,12_56,1,Bertha,Sun_2,HEEX,12,,
2022,7,16,12_29,12_56,1,Bertha,Sun_1,HEEX,74,,
2022,7,16,12_29,12_56,1,Bertha,Lulu/woolly,HEEX,3,,
2022,7,17,8_24,8_52,1,Quarry,Q6S6,HEEX,100,,
2022,7,16,11_11,11_47,1,Banana_Pond,S1,HEEX,2,,
2022,7,16,11_11,11_47,1,Banana_Pond,S2,HEEX,70,,
2022,7,16,11_11,11_47,1,Banana_Pond,S3,HEEX,100,,
2022,7,16,11_51,11_54,1,Banana_Pond,burnt log,HEEX,40,bovo x sun 1 50 m,
2022,7,16,11_51,11_54,1,Banana_Pond,extra_patch,HEEX,60,,
2022,7,14,10_25,12_27,1,Quarry,Q5S5,HEEX,200,,
2022,7,14,10_25,12_27,1,Quarry,Q6S6,HEEX,45,,
2022,7,14,10_25,12_27,1,Quarry,Q3S3_upper,HEEX,300,also Y3 upper,
2022,7,14,10_25,12_27,1,Quarry,Q4S4,HEEX,300,,
2022,7,14,8_09,10_17,1,Quarry,Q2_main,HEEX,70,,
2022,7,14,8_09,10_17,1,Quarry,Q2S2_upper,HEEX,50,,
2022,7,14,8_09,10_17,1,Quarry,Q3_main,HEEX,200,,
2022,7,14,8_09,10_17,1,Quarry,Q1S1,HEEX,300,,
2022,7,14,8_09,10_17,1,Quarry,Q1S1_upper,HEEX,60,main S1 upper patch,
2022,7,14,8_09,10_17,1,Quarry,Q1S1_upper,HEEX,10,sun 6 from last year,
2022,7,18,10_36,11_10,1,Vineyard,S4,HEEX,20,,
2022,7,18,10_36,11_10,1,Vineyard,S3,HEEX,27,2 included were satillite patches,
2022,7,18,10_36,11_10,1,Vineyard,S2,HEEX,4,"1 satellite, S4 dried",
2022,7,18,10_36,11_10,1,Vineyard,S1,HEEX,2,S3 budding,
2022,7,18,11_44,12_17,1,Bertha,seep,HEEX,130,,
2022,7,18,12_22,12_34,2,Bertha,woollypod,HEEX,NA,,
2022,7,18,1_37,1_57,1,Quarry,Q6S6,HEEX,60,,
2022,7,13,11_47,12_19,1,Bertha,woollypod,HEEX,2,,
2022,7,13,11_47,12_19,1,Bertha,Sun_1,HEEX,20,,
2022,7,13,11_47,12_19,1,Bertha,Sun_2,HEEX,12,,
2022,7,13,8_31,9_13,1,Bertha,S1,HEEX,50,,
2022,7,13,8_31,9_13,2,Bertha,S2,HEEX,160,,
2022,7,13,9_25,10_06,1,Lower_Banana,S1,HEEX,300,,
2022,7,13,10_25,11_11,1,Banana_Pond,S1,HEEX,2,,
2022,7,13,10_25,11_11,1,Banana_Pond,S2,HEEX,10,,
2022,7,13,10_25,11_11,1,Banana_Pond,S3,HEEX,20,,
2022,7,13,10_25,11_11,1,Banana_Pond,S4,HEEX,30,,
2022,7,13,10_25,11_11,1,Banana_Pond,S5,HEEX,50,,
2022,7,13,10_25,11_11,1,Banana_Pond,extra_patch,HEEX,30,,
2022,7,13,1_11,1_45,1,Aikawa,S1,HEEX,30,,
