Year,Month,Day,Tranesect,Site,Patch_ID,PLANT,Floral_Abundance,Notes,,,,,,,,
2023,4,20,5,Upper_Grid_1,,LOHO,20,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,LOHO,2,,,,,,,,,
2023,4,24,3,Upper_Grid_1,,LOHO,85,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,LOHO,28,,,,,,,,,
2023,4,24,5,Upper_Grid_1,,LOHO,25,,,,,,,,,
2023,4,26,4,Lower_Grid,,LOHO,25,,,,,,,,,
2023,4,28,5,Quarry_1,,LOHO,10,,,,,,,,,
2023,4,28,4,Quarry_1,,LOHO,1,,,,,,,,,
2023,4,27,Transect_5,UG1,,LOHO,2,,,,,,,,,
2023,4,28,1,Quarry_2,LUAL1,LUAL,300,1000S total in patch,,,,,,,,
2023,4,28,2,Quarry_2,,LUAL,300s,,,,,,,,,
2023,4,28,3,Quarry_2,,LUAL,100,,,,,,,,,
2023,4,28,4,Quarry_2,,LUAL,50,,,,,,,,,
2023,4,28,2,Quarry_2,,LUBI,6,,,,,,,,,
2023,4,28,4,Quarry_2,,LUBI,2,,,,,,,,,
2023,4,28,5,Quarry_2,,LUBI,5,,,,,,,,,
2023,4,20,1,Upper_Grid_1,,LUNA,450,,,,,,,,,
2023,4,20,2,Upper_Grid_1,,LUNA,30,,,,,,,,,
2023,4,20,3,Upper_Grid_1,,LUNA,25,,,,,,,,,
2023,4,20,4,Upper_Grid_1,,LUNA,50,,,,,,,,,
2023,4,20,5,Upper_Grid_1,,LUNA,90,,,,,,,,,
2023,4,24,1,Upper_Grid_1,,LUNA,54,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,LUNA,10,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,LUNA,1,,,,,,,,,
2023,4,24,5,Upper_Grid_1,,LUNA,8,,,,,,,,,
2023,4,28,4,Quarry_1,,LUNA,2,,,,,,,,,
2023,4,20,2,Upper_Seep,,LUSU,130,,,,,,,,,
2023,4,20,3,Upper_Seep,,LUSU,140,,,,,,,,,
2023,4,20,4,Upper_Seep,,LUSU,10,,,,,,,,,
2023,4,20,1,Upper_Grid_2,,LUSU,65,,,,,,,,,
2023,4,20,2,Upper_Grid_2,,LUSU,25,,,,,,,,,
2023,4,20,3,Upper_Grid_2,,LUSU,5,,,,,,,,,
2023,4,20,5,Upper_Grid_2,,LUSU,15,,,,,,,,,
2023,4,20,1,Upper_Seep,,LUSU,20,,,,,,,,,
2023,4,24,4,Upper_Grid_2,,LUSU,4,,,,,,,,,
2023,4,24,5,Upper_Grid_2,,LUSU,36,,,,,,,,,
2023,4,24,1,Rock,,LUSU,26,,,,,,,,,
2023,4,24,1,Upper_Grid_2,,LUSU,40,,,,,,,,,
2023,4,24,2,Upper_Grid_2,,LUSU,4,,,,,,,,,
2023,4,24,3,Upper_Grid_2,,LUSU,8,,,,,,,,,
2023,4,26,1,Rock,,LUSU,6,in flower,,,,,,,,
2023,4,22,1,Upper_Seep,,LUSU,50,,,,,,,,,
2023,4,22,3,Upper_Seep,,LUSU,150,,,,,,,,,
2023,4,22,4,Upper_Seep,,LUSU,8,,,,,,,,,
2023,4,22,5,Upper_Seep,,LUSU,1,,,,,,,,,
2023,4,27,1,Upper_Seep,,LUSU,20,,,,,,,,,
2023,4,27,2,Upper_Seep,,LUSU,10,,,,,,,,,
2023,4,27,3,Upper_Seep,,LUSU,30,,,,,,,,,
2023,4,28,1,Quarry_2,,LUSU,5,,,,,,,,,
2023,4,27,Transect_4,UG2,,LUSU,3,,,,,,,,,
2023,4,26,Focal_Obs_50,UG2,,LUSU,1,,,,,,,,,
2023,4,24,Focal_Obs_50,UG2,,LUSU,3,,,,,,,,,
2023,4,23,2,Upper_Seep,,LUSU,10,,,,,,,,,
2023,4,22,1,Rock,,LUSU,3,,,,,,,,,
2023,4,26,1,Owl_Seep,,MEIN,3,,,,,,,,,
2023,4,26,3,Owl_Seep,,MEIN,100,,,,,,,,,
2023,4,26,4,Owl_Seep,,MEIN,20,,,,,,,,,
2023,4,26,5,Owl_Seep,,MEIN,50,,,,,,,,,
2023,4,27,1,Upper_Seep,,MEIN,10,,,,,,,,,
2023,4,26,4,Owl_Seep,,MEIN,30,,,,,,,,,
2023,4,26,4,Owl_Seep,,MEIN,2,,,,,,,,,
2023,4,24,1,Rock,,MEPO,20,,,,,,,,,
2023,4,26,2,Owl_Seep,,MEPO,5,,,,,,,,,
2023,4,26,5,Owl_Seep,,MEPO,51,,,,,,,,,
2023,4,22,5,Owl_Seep,,MEPO,10,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,MICA,1400,,,,,,,,,
2023,4,24,3,Upper_Grid_1,,MICA,270,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,MICA,1300,,,,,,,,,
2023,4,24,5,Upper_Grid_1,,MICA,2125,,,,,,,,,
2023,4,27,4,Upper_Seep,,MICA,100,,,,,,,,,
2023,4,28,2,Quarry_2,,MICA,300,,,,,,,,,
2023,4,28,3,Quarry_2,,MICA,500,,,,,,,,,
2023,4,28,4,Quarry_2,,MICA,1000s,,,,,,,,,
2023,4,28,4,Quarry_1,,MICA,500,,,,,,,,,
2023,4,27,Transect_4,UG1,,MICA,50,,,,,,,,,
2023,4,27,Transect_5,UG1,,MICA,1000,,,,,,,,,
2023,5,7,1,Pond,,MICA,1000,,,,,,,,,
2023,5,7,2,Pond,,MICA,500,,,,,,,,,
2023,5,7,3,Pond,,MICA,300,,,,,,,,,
2023,5,7,4,Pond,,MICA,200,,,,,,,,,
2023,5,19,focal_obs,,50_M_array,MIDO,10,,,,,,,,,
2023,5,22,focal_obs,,50_M_array,MIDO,10,,,,,,,,,
2023,4,24,1,Rock,,mustard,17,,,,,,,,,
2023,4,24,2,Rock,,mustard,2,,,,,,,,,
2023,4,22,3,Upper_Seep,,mustard,1,,,,,,,,,
2023,4,22,1,Rock,,mustard,2,8481,,,,,,,,
2023,4,22,2,Rock,,mustard,1,,,,,,,,,
2023,4,22,1,Owl_Seep,,mustard,30,,,,,,,,,
2023,4,22,2,Owl_Seep,,mustard,30,,,,,,,,,
2023,4,22,3,Owl_Seep,,mustard,20,,,,,,,,,
2023,4,22,4,Owl_Seep,,mustard,30,,,,,,,,,
2023,4,22,5,Owl_Seep,,mustard,20,,,,,,,,,
2023,5,7,4,Pond,,narrowleaf_onion,6,,,,,,,,,
2023,4,26,1,Rock,,OC_mustard,13,,,,,,,,,
2023,4,26,1,Owl_Seep,,OC_mustard,55,flower,,,,,,,,
2023,4,26,2,Owl_Seep,,OC_mustard,104,,,,,,,,,
2023,4,26,3,Owl_Seep,,oc_mustard,40,,,,,,,,,
2023,4,26,4,Owl_Seep,,OC_mustard,105,,,,,,,,,
2023,4,22,1,Owl_Seep,,owl,1000s,,,,,,,,,
2023,4,22,2,Owl_Seep,,owl,100s,,,,,,,,,
2023,4,22,3,Owl_Seep,,owl,1000s,,,,,,,,,
2023,4,22,4,Owl_Seep,,owl,1000s,,,,,,,,,
2023,4,22,5,Owl_Seep,,owl,1000s,,,,,,,,,
2023,4,26,1,Owl_Seep,,owl_clover,3245,,,,,,,,,
2023,4,26,2,Owl_Seep,,owl_clover,1035,infl.,,,,,,,,
2023,4,26,3,Owl_Seep,,owl_clover,3240,,,,,,,,,
2023,4,26,4,Owl_Seep,,owl_clover,1200,,,,,,,,,
2023,4,26,5,Owl_Seep,,owl_clover,820,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,pepperweed,30,,,,,,,,,
2023,4,22,2,Owl_Seep,individual ones,PHTA,20,,,,,,,,,
2023,4,22,3,Owl_Seep,individual ones,PHTA,30,,,,,,,,,
2023,4,26,2,Owl_Seep,PH1,PHTA,150,,,,,,,,,
2023,4,22,1,Owl_Seep,PH1,PHTA,300,,,,,,,,,
2023,4,26,,Owl_Seep,PH10,PHTA,100,,,,,,,,,
2023,4,22,5,Owl_Seep,PH10,PHTA,40,,,,,,,,,
2023,4,26,,Owl_Seep,PH11,PHTA,300,,,,,,,,,
2023,4,22,5,Owl_Seep,PH11,PHTA,80,,,,,,,,,
2023,4,26,Transect_5,Owl_Seep,PH12,PHTA,200,,,,,,,,,
2023,4,22,5,Owl_Seep,PH12,PHTA,60,,,,,,,,,
2023,4,26,2,Owl_Seep,PH2,PHTA,60,1 + 00 M,,,,,,,,
2023,4,22,1,Owl_Seep,PH2,PHTA,50,,,,,,,,,
2023,4,22,1,Owl_Seep,PH3,PHTA,20,,,,,,,,,
2023,4,22,2,Owl_Seep,PH4,PHTA,100,,,,,,,,,
2023,4,26,,Owl_Seep,PH5,PHTA,500,,,,,,,,,
2023,4,22,3,Owl_Seep,PH5,PHTA,200,,,,,,,,,
2023,4,26,2,Owl_Seep,PH6,PHTA,20,0 + 1 M,,,,,,,,
2023,4,22,3,Owl_Seep,PH6,PHTA,40,,,,,,,,,
2023,4,26,4,Owl_Seep,PH7,PHTA,400,,,,,,,,,
2023,4,22,4,Owl_Seep,PH7,PHTA,300,,,,,,,,,
2023,4,22,5,Owl_Seep,PH8,PHTA,20,,,,,,,,,
2023,4,26,4,Owl_Seep,PH9,PHTA,50,some faded,,,,,,,,
2023,4,26,,Owl_Seep,PH9,PHTA,50,,,,,,,,,
2023,4,22,5,Owl_Seep,PH9,PHTA,50,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,PHTA,1,,,,,,,,,
2023,4,22,1,Upper_Seep,,PHTA,10,,,,,,,,,
2023,4,26,1,Owl_Seep,,PHTA,270,infloresence,,,,,,,,
2023,4,26,2,Owl_Seep,,PHTA,210,infl.,,,,,,,,
2023,4,26,3,Owl_Seep,,PHTA,310,,,,,,,,,
2023,4,26,4,Owl_Seep,,PHTA,1475,,,,,,,,,
2023,4,26,5,Owl_Seep,,PHTA,570,,,,,,,,,
2023,4,23,2,Upper_Seep,,PHTA,4,,,,,,,,,
2023,4,20,3,Upper_Seep,,PHTR,20,,,,,,,,,
2023,4,20,5,Upper_Seep,,PHTR,5,,,,,,,,,
2023,4,20,1,Upper_Seep,,PHTR,30,,,,,,,,,
2023,5,22,focal_obs,,50_M_array,PLER,700,,,,,,,,,
2023,4,20,5,Upper_Grid_2,,PLER,1000,,,,,,,,,
2023,4,20,1,Upper_Grid_1,,PLER,430,,,,,,,,,
2023,4,20,2,Upper_Grid_1,,PLER,2000,,,,,,,,,
2023,4,20,3,Upper_Grid_1,,PLER,19000,,,,,,,,,
2023,4,20,4,Upper_Grid_1,,PLER,5500,,,,,,,,,
2023,4,20,5,Upper_Grid_1,,PLER,6800,,,,,,,,,
2023,4,20,1,Upper_Seep,,PLER,20000,,,,,,,,,
2023,4,24,4,Rock,,PLER,245,,,,,,,,,
2023,4,24,5,Rock,,PLER,250,,,,,,,,,
2023,4,24,1,Upper_Grid_1,,PLER,625,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,PLER,3485,,,,,,,,,
2023,4,24,3,Upper_Grid_1,,PLER,1135,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,PLER,5770,,,,,,,,,
2023,4,24,5,Upper_Grid_1,,PLER,1775,,,,,,,,,
2023,4,24,1,Upper_Grid_2,,PLER,30,,,,,,,,,
2023,4,24,2,Upper_Grid_2,,PLER,150,,,,,,,,,
2023,4,24,3,Upper_Grid_2,,PLER,30,,,,,,,,,
2023,4,26,1,Lower_Grid,,PLER,25,,,,,,,,,
2023,4,26,3,Rock,,PLER,50,,,,,,,,,
2023,4,26,4,Rock,,PLER,140,,,,,,,,,
2023,4,26,5,Rock,,PLER,45,,,,,,,,,
2023,4,22,1,Upper_Seep,,PLER,100,,,,,,,,,
2023,4,26,2,Owl_Seep,,PLER,5,,,,,,,,,
2023,4,28,1,Quarry_2,,PLER,100,,,,,,,,,
2023,4,28,2,Quarry_2,,PLER,80,,,,,,,,,
2023,4,28,3,Quarry_2,,PLER,1000,,,,,,,,,
2023,4,28,4,Quarry_2,,PLER,100,,,,,,,,,
2023,4,28,2,Quarry_1,,PLER,100,,,,,,,,,
2023,4,28,3,Quarry_1,,PLER,50,,,,,,,,,
2023,4,27,Transect_4,UG1,,PLER,100,,,,,,,,,
2023,4,27,Transect_5,UG1,,PLER,1000,,,,,,,,,
2023,4,27,Focal_Obs_5,UG2,,PLER,10,,,,,,,,,
2023,4,26,Focal_Obs_1M,UG2,,PLER,40,,,,,,,,,
2023,4,26,Focal_Obs_5,UG2,,PLER,25,,,,,,,,,
2023,4,29,Focal_Obs_1M,UG2,,PLER,5,,,,,,,,,
2023,5,7,1,Pond,,PLER,50,,,,,,,,,
2023,5,7,3,Pond,,PLER,10,,,,,,,,,
2023,4,20,1,Upper_Grid_1,,PLNO,170,,,,,,,,,
2023,4,20,3,Upper_Grid_1,,PLNO,65,,,,,,,,,
2023,4,20,5,Upper_Grid_1,,PLNO,35,,,,,,,,,
2023,4,24,1,Upper_Grid_1,,PLNO,158,,,,,,,,,
2023,4,24,3,Upper_Grid_1,,PLNO,140,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,PLNO,9,,,,,,,,,
2023,4,20,2,Upper_Grid_1,,RACA,10,,,,,,,,,
2023,4,24,3,Upper_Grid_1,,RACA,30,,,,,,,,,
2023,4,26,1,Lower_Grid,,RACA,75,,,,,,,,,
2023,4,26,3,Lower_Grid,,RACA,230,,,,,,,,,
2023,4,26,4,Lower_Grid,,RACA,280,,,,,,,,,
2023,4,26,5,Lower_Grid,,RACA,25,,,,,,,,,
2023,4,26,5,Rock,,RACA,6,,,,,,,,,
2023,4,28,5,Quarry_2,,RACA,50,,,,,,,,,
2023,4,28,5,Quarry_1,,RACA,100,,,,,,,,,
2023,4,28,4,Quarry_1,,RACA,40,,,,,,,,,
2023,5,7,3,Pond,,RACA,10,,,,,,,,,
2023,4,28,2,Quarry_2,,riggioappus,4,,,,,,,,,
2023,4,28,4,Quarry_2,,riggioappus,2,,,,,,,,,
2023,4,28,5,Quarry_2,,riggioappus,2,,,,,,,,,
2023,4,28,2,Quarry_2,,riggioappus?,1,,,,,,,,,
2023,4,28,3,Quarry_2,,round_yellow,10,photo 8941,,,,,,,,
2023,4,28,3,Quarry_1,,scarlet_pimpernel,3,,,,,,,,,
2023,5,19,focal_obs,,0_M_array,SEVU,100,,,,,,,,,
2023,5,22,focal_obs,,0_M_array,SEVU,100,,,,,,,,,
2023,5,23,focal_obs,,0_M_array,SEVU,100,,,,,,,,,
2023,4,20,3,Upper_Seep,,SEVU,15,,,,,,,,,
2023,4,20,5,Upper_Seep,,SEVU,10,,,,,,,,,
2023,4,20,1,Upper_Grid_1,,SEVU,165,,,,,,,,,
2023,4,24,1,Rock,,SEVU,13,,,,,,,,,
2023,4,24,2,Rock,,SEVU,17,,,,,,,,,
2023,4,24,1,Upper_Grid_1,,SEVU,285,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,SEVU,46,,,,,,,,,
2023,4,24,1,Upper_Grid_2,,SEVU,1,,,,,,,,,
2023,4,24,3,Upper_Grid_2,,SEVU,3,,,,,,,,,
2023,4,26,1,Rock,,SEVU,20,,,,,,,,,
2023,4,26,2,Rock,,SEVU,10,,,,,,,,,
2023,4,26,3,Rock,,SEVU,5,,,,,,,,,
2023,4,26,1,Owl_Seep,,SEVU,20,infloresence,,,,,,,,
2023,4,26,2,Owl_Seep,,SEVU,126,in flower,,,,,,,,
2023,4,26,4,Owl_Seep,,SEVU,36,,,,,,,,,
2023,4,26,5,Owl_Seep,,SEVU,35,,,,,,,,,
2023,4,27,5,Upper_Seep,,SEVU,10,,,,,,,,,
2023,4,22,2,Rock,,SEVU,4,,,,,,,,,
2023,4,22,2,Owl_Seep,,SEVU,10,also VV 1 and 2,,,,,,,,
2023,4,24,3,Upper_Grid_1,,SIBE,9,,,,,,,,,
2023,4,26,4,Lower_Grid,,SIBE,55,,,,,,,,,
2023,4,28,5,Quarry_2,,SIBE,1,,,,,,,,,
2023,4,28,5,Quarry_1,,SIBE,30,,,,,,,,,
2023,4,28,4,Quarry_1,,SIBE,70,,,,,,,,,
2023,5,19,focal_obs,,50_M_array,sidalcea,60,,,,,,,,,
2023,5,22,focal_obs,,50_M_array,sidalcea,50,,,,,,,,,
2023,4,28,1,Quarry_2,,silverpuff,2,,,,,,,,,
2023,4,28,2,Quarry_2,,silverpuff,3,,,,,,,,,
2023,4,20,2,Upper_Grid_1,,SIVE,15,,,,,,,,,
2023,4,26,2,Owl_Seep,,small_cats_ear,1,,,,,,,,,
2023,4,28,3,Quarry_2,,small_yellow_aster,6,,,,,,,,,
2023,4,26,1,Owl_Seep,,smooth_catsear,1,infloresence,,,,,,,,
2023,4,26,4,Owl_Seep,,smooth_catsear,3,,,,,,,,,
2023,4,26,5,Owl_Seep,,smooth_catsear,8,,,,,,,,,
2023,5,7,1,Pond,,sowthistle,5,,,,,,,,,
2023,5,7,2,Pond,,sowthistle,2,,,,,,,,,
2023,5,7,3,Pond,,sowthistle,1,,,,,,,,,
2023,4,26,1,Owl_Seep,,tall_mustard,107,,,,,,,,,
2023,4,26,2,Owl_Seep,,tall_mustard,42,flowers,,,,,,,,
2023,4,26,3,Owl_Seep,,tall_mustard,14,,,,,,,,,
2023,5,7,1,Pond,GB1,THCA,200,,,,,,,,,
2023,5,7,4,Pond,GB2,THCA,110,,,,,,,,,
2023,5,7,5,Pond,GB3,THCA,20,,,,,,,,,
2023,4,26,1,Lower_Grid,,THCA,95,,,,,,,,,
2023,4,26,2,Lower_Grid,,THCA,490,,,,,,,,,
2023,4,20,1,Upper_Seep,,TRAL,5,,,,,,,,,
2023,4,20,1,Upper_Grid_2,,TRBI,5,,,,,,,,,
2023,4,24,3,Rock,,TRBI,10,,,,,,,,,
2023,4,24,4,Rock,,TRBI,20,,,,,,,,,
2023,4,24,1,Upper_Grid_2,,TRBI,20,,,,,,,,,
2023,4,26,3,Rock,,TRBI,3,,,,,,,,,
2023,5,7,2,Pond,,TRCA,1,,,,,,,,,
2023,4,28,1,Quarry_1,TRFU1,TRFU,20,"total 40, 50% still flowering",,,,,,,,
2023,4,27,Transect_4,UG2,TRFU1,TRFU,40,,,,,,,,,
2023,4,26,Transect_1,Rock,TRFU1,TRFU,30,,,,,,,,,
2023,4,26,,Lower_Grid,TRFU1,TRFU,1,,,,,,,,,
2023,4,22,3,Rock,TRFU1,TRFU,40,70 total,,,,,,,,
2023,4,22,4,Rock,TRFU1,TRFU,30,70 total,,,,,,,,
2023,4,28,2,Quarry_1,TRFU2,TRFU,20,main seep area,,,,,,,,
2023,4,26,Transect_1,Rock,TRFU2,TRFU,5,,,,,,,,,
2023,4,24,5,UG2,TRFU2,TRFU,20,,,,,,,,,
2023,4,22,5,Rock,TRFU2,TRFU,30,,,,,,,,,
2023,4,20,1,Upper_Grid_2,,TRFU,30,,,,,,,,,
2023,4,20,2,Upper_Grid_2,,TRFU,60,,,,,,,,,
2023,4,20,3,Upper_Grid_2,,TRFU,7,,,,,,,,,
2023,4,20,4,Upper_Grid_2,,TRFU,10,,,,,,,,,
2023,4,20,5,Upper_Grid_2,,TRFU,10,,,,,,,,,
2023,4,24,4,Upper_Grid_2,,TRFU,63,,,,,,,,,
2023,4,24,5,Upper_Grid_2,,TRFU,49,,,,,,,,,
2023,4,24,3,Rock,,TRFU,57,,,,,,,,,
2023,4,24,4,Rock,,TRFU,39,,,,,,,,,
2023,4,24,5,Rock,,TRFU,110,,,,,,,,,
2023,4,24,1,Upper_Grid_2,,TRFU,11,,,,,,,,,
2023,4,24,2,Upper_Grid_2,,TRFU,23,,,,,,,,,
2023,4,26,3,Lower_Grid,,TRFU,1,,,,,,,,,
2023,4,26,3,Rock,,TRFU,40,,,,,,,,,
2023,4,26,4,Rock,,TRFU,30,,,,,,,,,
2023,4,26,5,Rock,,TRFU,10,,,,,,,,,
2023,4,28,3,Quarry_1,,TRFU,1,,,,,,,,,
2023,5,19,focal_obs,,1_M_array,TRHI,5,,,,,,,,,
2023,5,22,focal_obs,,1_M_array,TRHI,10,,,,,,,,,
2023,5,23,focal_obs,,1_M_array,TRHI,2,,,,,,,,,
2023,4,28,2,Quarry_2,,TRHI,2,,,,,,,,,
2023,4,28,4,Quarry_1,,TRHI,2,,,,,,,,,
2023,4,24,5,Rock,,TRLA,2,,,,,,,,,
2023,4,22,4,Upper_Seep,,TRLA,1,,,,,,,,,
2023,5,7,3,Pond,,TRLA,200,,,,,,,,,
2023,5,7,4,Pond,,TRLA,500,1000s total,,,,,,,,
2023,5,7,5,Pond,,TRLA,100,,,,,,,,,
2023,4,27,Transect_4,UG1,,valley_tassel,1,,,,,,,,,
2023,4,22,5,Owl_Seep,,VIAM?,1,photo,,,,,,,,
2023,4,28,4,Quarry_1,,VICSAT,4,,,,,,,,,
2023,5,19,focal_obs,,0_M_array,VIVI,200 to 300,,,,,,,,,
2023,5,22,focal_obs,,0_M_array,VIVI,300,,,,,,,,,
2023,5,23,focal_obs,,0_M_array,VIVI,100,,,,,,,,,
2023,5,19,focal_obs,,1_M_array,VIVI,40,,,,,,,,,
2023,5,22,focal_obs,,1_M_array,VIVI,40,,,,,,,,,
2023,5,23,focal_obs,,1_M_array,VIVI,35,,,,,,,,,
2023,4,22,3,Owl_Seep,individual ones,VIVI,20,,,,,,,,,
2023,4,27,Transect_4,UG1,road,VIVI,100,,,,,,,,,
2023,4,27,Transect_5,UG1,road,VIVI,50,,,,,,,,,
2023,4,26,,Lower_Grid,V1,VIVI,500,total,,,,,,,,
2023,4,26,,Lower_Grid,V2,VIVI,3000s,,,,,,,,,
2023,4,26,Transect_1,Rock,VV1,VIVI,400,,,,,,,,,
2023,4,26,1,Owl_Seep,VV1,VIVI,2000s,"total, 4 white owl clovers",,,,,,,,
2023,4,22,1,Rock,VV1,VIVI,100,plus part of V2,,,,,,,,
2023,4,22,1,Owl_Seep,VV1,VIVI,500,,,,,,,,,
2023,5,7,2,Pond,VV1,VIVI,800,total,,,,,,,,
2023,4,27,1,Upper_Seep,VV2,VIVI,1000s,,,,,,,,,
2023,4,27,2,Upper_Seep,VV2,VIVI,1000s,,,,,,,,,
2023,4,26,Transect_1,Rock,VV2,VIVI,800,,,,,,,,,
2023,4,26,2,Owl_Seep,VV2,VIVI,300,total,,,,,,,,
2023,4,23,2,Upper_Seep,VV2,VIVI,400,,,,,,,,,
2023,4,23,2,Upper_Seep,VV2,VIVI,1000s,"total vetch for upper seep, less than half in bloom",,,,,,,,
2023,4,22,2,Rock,VV2,VIVI,200,,,,,,,,,
2023,4,22,1,Owl_Seep,VV2,VIVI,100,,,,,,,,,
2023,5,7,3,Pond,VV2,VIVI,300,total,,,,,,,,
2023,4,27,1,Upper_Seep,VV3,VIVI,3000,,,,,,,,,
2023,4,28,1,Quarry_1,VV3,VIVI,500,,,,,,,,,
2023,4,29,Focal_Obs_0M,UG2,VV3,VIVI,300,"near focal plants, 3000s total in patch",,,,,,,,
2023,4,27,Focal_Obs_0M,UG2,VV3,VIVI,400,3000s total for VV3,,,,,,,,
2023,4,26,Focal_Obs_0M,UG2,VV3,VIVI,200,,,,,,,,,
2023,4,26,1,Owl_Seep,VV3,VIVI,1000s,total,,,,,,,,
2023,4,24,Focal_Obs_0M,UG2,VV3,VIVI,300,,,,,,,,,
2023,4,23,2,Upper_Seep,VV3,VIVI,1000s,"total vetch for upper seep, less than half in bloom",,,,,,,,
2023,5,7,4,Pond,VV3,VIVI,100,200 total,,,,,,,,
2023,4,26,,Owl_Seep,VV4,VIVI,1000s,,,,,,,,,
2023,4,22,3,Owl_Seep,VV4,VIVI,500,,,,,,,,,
2023,5,7,5,Pond,VV4,VIVI,500,,,,,,,,,
2023,4,26,,Owl_Seep,VV5,VIVI,1000,total,,,,,,,,
2023,4,22,5,Owl_Seep,VV5,VIVI,200,,,,,,,,,
2023,4,20,2,Upper_Seep,,VIVI,502,,,,,,,,,
2023,4,20,3,Upper_Seep,,VIVI,370,,,,,,,,,
2023,4,20,4,Upper_Seep,,VIVI,450,,,,,,,,,
2023,4,20,5,Upper_Seep,,VIVI,490,,,,,,,,,
2023,4,20,1,Upper_Grid_2,,VIVI,370,,,,,,,,,
2023,4,20,2,Upper_Grid_2,,VIVI,260,,,,,,,,,
2023,4,20,4,Upper_Grid_2,,VIVI,20,,,,,,,,,
2023,4,20,5,Upper_Grid_2,,VIVI,100,,,,,,,,,
2023,4,20,1,Upper_Grid_1,,VIVI,17,,,,,,,,,
2023,4,20,2,Upper_Grid_1,,VIVI,1,,,,,,,,,
2023,4,20,5,Upper_Grid_1,,VIVI,5,,,,,,,,,
2023,4,20,1,Upper_Seep,,VIVI,2500,,,,,,,,,
2023,4,24,1,Rock,,VIVI,1690,,,,,,,,,
2023,4,24,2,Rock,,VIVI,570,,,,,,,,,
2023,4,24,3,Rock,,VIVI,25,,,,,,,,,
2023,4,24,1,Upper_Grid_1,,VIVI,195,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,VIVI,286,,,,,,,,,
2023,4,24,3,Upper_Grid_1,,VIVI,100,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,VIVI,270,,,,,,,,,
2023,4,24,5,Upper_Grid_1,,VIVI,200,,,,,,,,,
2023,4,24,1,Upper_Grid_2,,VIVI,1145,,,,,,,,,
2023,4,24,2,Upper_Grid_2,,VIVI,4000,,,,,,,,,
2023,4,24,3,Upper_Grid_2,,VIVI,1250,,,,,,,,,
2023,4,24,4,Upper_Grid_2,,VIVI,2550,,,,,,,,,
2023,4,26,3,Lower_Grid,,VIVI,930,,,,,,,,,
2023,4,26,4,Lower_Grid,,VIVI,1100,,,,,,,,,
2023,4,26,5,Lower_Grid,,VIVI,2000,,,,,,,,,
2023,4,26,1,Rock,,VIVI,1950,,,,,,,,,
2023,4,26,2,Rock,,VIVI,900,,,,,,,,,
2023,4,26,3,Rock,,VIVI,20,,,,,,,,,
2023,4,22,1,Upper_Seep,,VIVI,800,,,,,,,,,
2023,4,22,3,Upper_Seep,,VIVI,700,,,,,,,,,
2023,4,22,4,Upper_Seep,,VIVI,1000,,,,,,,,,
2023,4,22,5,Upper_Seep,,VIVI,1000,,,,,,,,,
2023,4,26,1,Owl_Seep,,VIVI,1820,infloresence,,,,,,,,
2023,4,26,2,Owl_Seep,,VIVI,1640,infl.,,,,,,,,
2023,4,26,3,Owl_Seep,,VIVI,2470,,,,,,,,,
2023,4,26,4,Owl_Seep,,VIVI,2400,,,,,,,,,
2023,4,26,5,Owl_Seep,,VIVI,1350,,,,,,,,,
2023,4,27,3,Upper_Seep,,VIVI,1000s,,,,,,,,,
2023,4,27,4,Upper_Seep,,VIVI,2000s,,,,,,,,,
2023,4,27,5,Upper_Seep,,VIVI,1000s,,,,,,,,,
2023,4,28,1,Quarry_2,,VIVI,100,,,,,,,,,
2023,4,24,Focal_Obs_1M,UG2,,VIVI,20,,,,,,,,,
2023,4,22,3,Rock,,VIVI,10,part of V2,,,,,,,,
2023,5,7,1,Pond,,VIVI,200,,,,,,,,,
2023,5,7,2,Pond,,VIVI,500,,,,,,,,,
2023,5,7,3,Pond,,VIVI,400,,,,,,,,,
2023,4,20,3,Upper_Seep,,white_castilleja,50,,,,,,,,,
2023,4,20,1,Upper_Grid_1,,yellow,4,,,,,,,,,
2023,4,24,1,Upper_Grid_1,,yellow_aster,1,,,,,,,,,
2023,4,24,2,Upper_Grid_1,,yellow_aster,14,,,,,,,,,
2023,4,24,4,Upper_Grid_1,,yellow_aster,2,,,,,,,,,
2023,4,22,5,Upper_Seep,,yellow_lomatium,50,,,,,,,,,
2023,4,28,4,Quarry_1,,yellow_lomatium,6,,,,,,,,,
2023,4,29,Focal_Obs_0M,UG2,,yellow_lomatium,4,,,,,,,,,
2023,4,27,Focal_Obs_0M,UG2,,yellow_lomatium,10,,,,,,,,,
